review_text,rating,date,language_style,has_slang,slang_count,domain,word_count,length_type,label,char_count,avg_word_len,exclamation_count,question_count,uppercase_ratio,unique_word_ratio,stratify_key,language_enc,length_enc,domain_enc
"I'm so impressed, dherai good service, price pani reasonable cha, must try ones!",4,2024-06-11,code_mixed,0.0,-0.6772233733392268,services,-0.4102024402999528,short,1,-0.35586764636866897,-0.024580284123602143,0.18103087559528583,0,-0.33453085781951303,1.0,1_code_mixed,0,2,3
"yo restaurant waiter le wallet chhoreko dekheko, chor haru, The Old House jana trustworthy staff!!!",1,2024-09-18,romanized_nepali,0.0,-0.6772233733392268,hotel_restaurant,-0.32668956827096846,short,1,-0.24229030696184076,0.37868114975068046,1.505999185933789,0,0.15881551309930686,1.0,1_romanized_nepali,2,2,1
"The set lunch they offer on weekdays is a great deal. three items plus rice for 280, hard to beat that in this area",5,4/14/2024,english,0.0,-0.6772233733392268,food,0.04911835585946126,short,0,-0.14664623167188015,-1.2558023343863205,-0.4814532795739657,0,-0.4399545504025356,1.0,0_english,1,2,0
"eSewa payment instantly bhayo, service dami cha",5,2025-03-08,romanized_nepali,1.0,0.36079909054989207,services,-0.660741056386906,very_short,0,-0.5531335516542127,0.4819796451273446,-0.4814532795739657,0,-0.09131936034074671,1.0,0_romanized_nepali,2,3,3
"Thik cha, product features ramro thiyo, customer support pani helpful lagyo, overall nice.",5,2023-01-10,code_mixed,0.0,-0.6772233733392268,product,-0.4102024402999528,short,1,-0.2960900993124436,0.6706980501424034,-0.4814532795739657,0,-0.3730188725720451,1.0,1_code_mixed,0,2,2
Dherai time pachi new phone kinne soch gariyo. The camera quality is poor in low light. Battery drains fast. The brand promised more but delivered less.,2,2024-11-17,romanized_nepali,0.0,-0.6772233733392268,product,0.13263122788844564,short,1,0.07453069243615378,-0.302691617830005,-0.4814532795739657,0,0.04832360471883202,0.9615384615384616,1_romanized_nepali,2,2,2
the phone screen is so clear and battery last long.. dami phone dami.. paisa vasool yaar 🔥,5,2024-01-14,code_mixed,1.0,1.3988215544390108,product,-0.24317669624198407,short,0,-0.2960900993124436,-0.8016560694797265,-0.4814532795739657,0,-0.6809229905923014,0.9411764705882353,0_code_mixed,0,2,2
Sabai bhanda ghatiya thau.,1,2024-08-09,romanized_nepali,0.0,-0.6772233733392268,hotel_restaurant,-0.7860103644303825,very_short,1,-0.678666400472286,0.2882949662961001,-0.4814532795739657,0,0.3848989564008937,1.0,1_romanized_nepali,2,3,1
bus late late and then late again jhyau lagyo but seat soft,3,2022-12-12,code_mixed,1.0,0.36079909054989207,transportation,-0.451958876314445,short,0,-0.48140049518674227,-1.1428196050680945,-0.4814532795739657,0,-0.6809229905923014,0.8333333333333334,0_code_mixed,0,2,4
laARai jh&au tNyo bro. paisa waste t(me waste. neGer rdering again from here,1,2024-09-01,code_mixed,1.0,2.4368440183281295,food,-0.4102024402999528,short,0,-0.37977866519115916,-0.302691617830005,-0.4814532795739657,0,0.7775702000299655,1.0,0_code_mixed,0,2,0
lastai ramro experience. they gave extra chutney without asking. small thing but i liked it 😊,5,2022-10-17,code_mixed,1.0,0.36079909054989207,food,-0.28493313225647626,short,0,-0.278156835195576,-0.3331100449541424,-0.4814532795739657,0,-0.6809229905923014,1.0,0_code_mixed,0,2,0
Aaja ko dinner dherai mitho thyo! 🍕 The momos were fresh and the chutney was spicy just like I like it. 😋 Highly recommend the special platter. ✨ ⭐ 🙏,5,2026-02-18,code_mixed,0.0,-0.6772233733392268,food,0.2996569719464144,medium,1,0.05659742831928616,-1.0976265133408043,0.18103087559528583,0,0.06300642207408977,0.9333333333333333,1_code_mixed,0,1,0
plumber ko bill kasto mahango paani fix gareko matra,2,10/28/2022,code_mixed,1.0,0.36079909054989207,services,-0.5772281843579216,very_short,0,-0.5232447781261,-0.36449413643142753,-0.4814532795739657,0,-0.6809229905923014,1.0,0_code_mixed,0,3,3
phone good good cam nice nice paisa vasool bro 🔥,5,2023-06-06,code_mixed,1.0,0.36079909054989207,product,-0.5354717483434294,very_short,0,-0.5471557969485902,-1.2482701524317725,-0.4814532795739657,0,-0.6809229905923014,0.8,0_code_mixed,0,3,2
"Rooftop view photo jasto thiena, ekdam disappointed bhaye",1,2025-01-31,romanized_nepali,0.0,-0.6772233733392268,hotel_restaurant,-0.6189846203724138,very_short,0,-0.49335600459798734,0.8532086128872296,-0.4814532795739657,0,-0.19475859371821247,1.0,0_romanized_nepali,2,3,1
Salon service was relaxing and staff were friendly,5,2025-03-13,english,0.0,-0.6772233733392268,services,-0.6189846203724138,very_short,0,-0.5352002875373452,0.062329507659648245,-0.4814532795739657,0,-0.12669557815583996,1.0,0_english,1,3,3
i buy this and then try and then wow dami dami not bad at all paisa vasool bro,5,2025-02-02,code_mixed,1.0,1.3988215544390108,product,-0.20142026022749188,short,0,-0.36782315577991403,-1.6700723418864827,-0.4814532795739657,0,-0.6809229905923014,0.8333333333333334,0_code_mixed,0,2,2
"Buff sekuwa order gareko bro, presentation dami thyo sizzler ma aako thyo. Taste ramro thyo but achaar forgot gare, twice remind garda pani aayena. Rs 650 ko lagi thoda disappointing overall.",3,5/18/2023,code_mixed,1.0,0.36079909054989207,food,0.3414134079609066,medium,0,0.30766312595543277,-0.017851784114576722,-0.4814532795739657,0,-0.24566586040659874,0.967741935483871,0_code_mixed,0,1,0
"Dherai sanchai pani cha, sabai ko khauna pardai cha, thik bhayo.",4,2022-04-01,romanized_nepali,0.0,-0.6772233733392268,food,-0.4937153123289372,short,1,-0.4515117216586296,-0.32797446634876837,-0.4814532795739657,0,-0.2479328246263159,0.9090909090909091,1_romanized_nepali,2,2,0
overpriced for nothing bro,2,2024-10-03,english,0.0,-0.6772233733392268,hotel_restaurant,-0.7860103644303825,very_short,0,-0.678666400472286,0.2882949662961001,-0.4814532795739657,0,-0.6809229905923014,1.0,0_english,1,3,1
Delivery 724 vayo thikai ni ta Ani bholi pheri janchu. Khana pakauna time lagyo. Dherai kura haru ramro thyo.,3,7/29/2024,romanized_nepali,1.0,0.36079909054989207,services,-0.15966382421299968,short,0,-0.18251275990561536,-0.40149432848885847,-0.4814532795739657,0,0.3360080414012059,1.0,0_romanized_nepali,2,2,3
Fonepay cashback offer expired before I could,4,10/12/2023,english,0.0,-0.6772233733392268,product,-0.660741056386906,very_short,0,-0.5650890610654579,0.2237334066856855,-0.4814532795739657,0,0.5506934814887241,1.0,0_english,1,3,2
"Outstanding motorcycle performance, looks stunning, worth every penny, highly recommended!!!",5,2023-06-06,english,0.0,-0.6772233733392268,transportation,-0.5354717483434294,very_short,1,-0.2841345899011985,2.728721919569779,1.505999185933789,0,-0.3797124403550941,1.0,1_english,1,3,4
ramro ramroo,5,2024-07-07,romanized_nepali,1.0,0.36079909054989207,food,-0.8695232364593669,very_short,0,-0.7623549663510015,-0.16363595097680358,-0.4814532795739657,0,-0.6809229905923014,1.0,0_romanized_nepali,2,3,0
Chito Ma ordered KantipurMart KantipurMart KantipurMart food arrived quickly packaging neat ti but the message tone was templated and the phrasing repeated across platforms very generic phrase,4,2026-02-10,romanized_nepali,1.0,2.4368440183281295,product,0.17438766390293783,short,1,0.3136408806610553,0.8406549762963152,-0.4814532795739657,0,0.4737174519836599,0.8888888888888888,1_romanized_nepali,2,2,2
"choila mithoooo thyo, masala dami lagako thyo ani saath ma beaten rice ni ramro quality ko thyo. paisa vasool ekdum, feri aauchu",5,1/29/2023,romanized_nepali,1.0,1.3988215544390108,food,-0.03439451616952312,short,0,-0.06893542049878715,-0.32797446634876837,-0.4814532795739657,0,-0.6809229905923014,1.0,0_romanized_nepali,2,2,0
"product user manual ekdum clear, setup easy, performance babbal!!!",5,2024-05-28,code_mixed,1.0,0.36079909054989207,product,-0.5772281843579216,very_short,1,-0.4395562122473845,1.0415131617509392,1.505999185933789,0,-0.6809229905923014,1.0,1_code_mixed,0,3,2
"Delivery time dherai long thiyo, I waited for weeks, product pani damaged aayo, worst experience.",3,2024-09-21,code_mixed,0.0,-0.6772233733392268,product,-0.32668956827096846,short,1,-0.25424581637308585,0.2581662384779066,-0.4814532795739657,0,-0.10955452416295974,1.0,1_code_mixed,0,2,2
🍕🍕🍕 #BestFoodNepal #Number1Restaurant WORLD CLASS PIZZA!!! Must try amazing taste experience!!! #Foodie #TopQuality #Yummy!!!,5,2023-09-04,english,0.0,-0.6772233733392268,food,-0.36844600428546065,short,1,-0.08686868461565476,2.483387993050204,5.480904116949299,0,4.861351133772313,1.0,1_english,1,2,0
"delivery 3 din late aayo, packaging damage thiyo, inside product pani scratch thiyo, complaint gareko they said not their fault, very very bad service, paisa waste",1,2023-12-20,code_mixed,1.0,0.36079909054989207,services,0.13263122788844564,short,0,0.1402859941980017,0.07971146601629833,-0.4814532795739657,0,-0.6809229905923014,0.9230769230769231,0_code_mixed,0,2,3
"Dami quality packaging ani original item. Best shopping store in Nepal, dhukkai kinnu sabaile.",5,2025-01-30,romanized_nepali,1.0,1.3988215544390108,product,-0.36844600428546065,short,1,-0.27217908048995343,0.4819796451273446,-0.4814532795739657,0,0.2034824547850306,1.0,1_romanized_nepali,2,2,2
"I'm very happy, khub pashand aayo, great experience, amazing staff cha.",5,2025-03-03,code_mixed,0.0,-0.6772233733392268,services,-0.4937153123289372,short,1,-0.4096674387192718,0.24721033745310847,-0.4814532795739657,0,-0.290621995918737,1.0,1_code_mixed,0,2,3
insurance claim smooth online submit verify 2day full amount support helpful renewal simple premium reasonable checkup free satisfied,5,2/17/2024,code_mixed,0.0,-0.6772233733392268,services,-0.20142026022749188,short,0,-0.039046646970674455,1.0917277081145957,-0.4814532795739657,0,-0.6809229905923014,1.0,0_code_mixed,0,2,3
Chiya biscuit combo ramro,4,2/9/2023,romanized_nepali,1.0,0.36079909054989207,food,-0.7860103644303825,very_short,0,-0.6846441551779086,0.062329507659648245,-0.4814532795739657,0,0.4275318342806215,1.0,0_romanized_nepali,2,3,0
"restaurant chef special ekdum unique, plating artistic, taste memorable!!!",5,2022-08-17,code_mixed,0.0,-0.6772233733392268,hotel_restaurant,-0.5772281843579216,very_short,1,-0.39173417460240423,1.8449459035694342,1.505999185933789,0,-0.6809229905923014,1.0,1_code_mixed,0,3,1
gayo tyo resturant for lunch with friends. we waited 40 mins for seat. then 30 more mins for food. food aayo when we were already angry. dal was cold. tarkari was bland. I asked for water 3 times and nobody came. 3 TIMES!!! sala staff were busy on phone. paisa waste time waste. lastai jhyau thiyo. never going back. never. told all my friends also not to go. overall khattam experience.,1,2023-06-14,code_mixed,1.0,5.550911409995486,hotel_restaurant,2.0116708485405943,long,0,1.4793030482574503,-0.660123437558303,1.505999185933789,0,-0.2512893375407809,0.8873239436619719,0_code_mixed,0,0,1
Thamel ma room payena aaja. I went to five different places but all were full. It was very frustrating for me as a traveler who just arrived in the city without any prior booking for the night.,2,2026-01-25,code_mixed,0.0,-0.6772233733392268,hotel_restaurant,0.5919520240478597,medium,1,0.31961863536667784,-0.8720681996748691,-0.4814532795739657,0,-0.250176296988834,0.9459459459459459,1_code_mixed,0,1,1
pizza mitho and cheesy. ramro dherai ramro,5,2023-04-04,code_mixed,1.0,1.3988215544390108,food,-0.660741056386906,very_short,0,-0.5830223251823254,-0.16363595097680358,-0.4814532795739657,0,-0.6809229905923014,0.8571428571428571,0_code_mixed,0,3,0
"Yeh salon ko service superb cha, I really enjoyed it, ambiance pani very nice thiyo, great job.",5,2022-04-13,code_mixed,0.0,-0.6772233733392268,services,-0.24317669624198407,short,1,-0.2662013257843309,-0.5358143534368421,-0.4814532795739657,0,-0.09752571434339466,1.0,1_code_mixed,0,2,3
driver fastt but talk rudee rudee. not worth ride,2,2025-04-04,english,0.0,-0.6772233733392268,transportation,-0.5772281843579216,very_short,0,-0.5411780422429676,-0.665781414613363,-0.4814532795739657,0,-0.6809229905923014,1.0,0_english,1,3,4
"Bah, momo filling ma plastic piece, choking hazard!!!",1,2023-01-28,code_mixed,0.0,-0.6772233733392268,food,-0.6189846203724138,very_short,1,-0.5172670234204775,0.40127769561432597,1.505999185933789,0,-0.1580669411239416,1.0,1_code_mixed,0,3,0
paisa waste,1,2023-01-14,romanized_nepali,1.0,0.36079909054989207,product,-0.8695232364593669,very_short,0,-0.7683327210566241,-0.6155668682497072,-0.4814532795739657,0,-0.6809229905923014,1.0,0_romanized_nepali,2,3,2
iPhone 13 879 headphones babbal quality raixa k Staff behavior was polite and ramro. Delivery was fast and safe thyo. Staff behavior was polite and ramro.,4,8/11/2025,code_mixed,1.0,1.3988215544390108,product,0.13263122788844564,short,0,0.08648620184739884,-0.23316378440340388,-0.4814532795739657,0,0.03885286971479141,0.6923076923076923,0_code_mixed,0,2,2
ok ok thik cha. delivery was little slow but product came good. average experience,3,2023-03-12,romanized_nepali,0.0,-0.6772233733392268,product,-0.36844600428546065,short,0,-0.3439121369574239,-0.29275907019763353,-0.4814532795739657,0,-0.6809229905923014,0.9285714285714286,0_romanized_nepali,2,2,2
"This product is trash, useless and dangerous, company should be banned!!!",1,2022-05-29,english,0.0,-0.6772233733392268,product,-0.4937153123289372,short,1,-0.39771192930802673,0.4115488528250741,1.505999185933789,0,-0.30131517385499906,1.0,1_english,1,2,2
i visit cafe and then chair dirtyy dirtyy and menu dirtyy and waiter sloww sloww and rudee rudee and coffee come cold cold not tastyii very bad very bad price expensivee expensivee i say not worth not worth they just smile smile fake fake overall lastai jhyau thiyo,1,2024-02-02,english,0.0,-0.6772233733392268,food,1.0512728202072739,medium,0,0.7500169741715006,-0.5967364133633365,-0.4814532795739657,0,-0.6809229905923014,0.625,0_english,1,1,0
"Ekdam ramro product cha yo, mero dherai sanchai pani yo product le gayo, aaja mero jiban thik cha.",5,2022-04-10,romanized_nepali,1.0,0.36079909054989207,product,-0.20142026022749188,short,1,-0.2482680616674633,-0.665781414613363,-0.4814532795739657,0,-0.398153902614515,0.8888888888888888,1_romanized_nepali,2,2,2
Fonepay 157 feeling happy today ho Battery backup is dami ngl. Battery backup is dami ngl.,4,5/12/2022,code_mixed,1.0,0.36079909054989207,services,-0.28493313225647626,short,0,-0.2960900993124436,-0.5025841389314814,-0.4814532795739657,0,0.24278936346846763,0.6875,0_code_mixed,0,2,3
"Overpriced and disgusting food, avoid this restaurant at all costs.",1,2022-12-23,english,0.0,-0.6772233733392268,hotel_restaurant,-0.5354717483434294,very_short,1,-0.433578457541762,0.46906733320526167,-0.4814532795739657,0,-0.2673204439979272,1.0,1_english,1,3,1
bro food here is so so good yar. dami dami. best dal bhat in the area for sure. cheap and tasty. paisa vasool 😋🔥,5,2023-10-26,code_mixed,1.0,1.3988215544390108,food,0.04911835585946126,short,0,-0.16457949578874775,-1.3687850637045464,-0.4814532795739657,0,-0.6809229905923014,0.9583333333333334,0_code_mixed,0,2,0
Patan area ma gadi chalauna dherai garo chha. Traffic dherai thyo ani dhulo pani dherai thyo. TOTAL HEADACHE for anyone commuting. I hope the government fixes these roads very soon for the public.,2,2026-02-05,english,0.0,-0.6772233733392268,transportation,0.42492627998989096,medium,1,0.33755189948354547,-0.21841545610079185,-0.4814532795739657,0,1.58122971322999,0.8787878787878788,1_english,1,1,4
Brake weak lagyo dangerous,1,4/11/2023,code_mixed,0.0,-0.6772233733392268,transportation,-0.7860103644303825,very_short,0,-0.678666400472286,0.2882949662961001,-0.4814532795739657,0,0.3848989564008937,1.0,0_code_mixed,0,3,4
Engine 279 Activa paisa vasool deal ho bro I liked the atmosphere there ramailo thyo. The product is babbal and works fine.,5,12/8/2025,code_mixed,1.0,1.3988215544390108,transportation,-0.03439451616952312,short,0,-0.09882419402689983,-0.5333976105637248,-0.4814532795739657,0,0.2202597938572295,1.0,0_code_mixed,0,2,4
Aaja ko weather dherai dhulo thyo ani bike ride dherai garo vayo 🛵. Road construction is taking forever and government is doing nothing. TOTAL HEADACHE for every commuter today 😡‼️.,2,2026-02-18,code_mixed,0.0,-0.6772233733392268,transportation,0.2996569719464144,medium,1,0.24788557889920737,-0.1335072231586101,-0.4814532795739657,0,1.615599436630605,0.9333333333333333,1_code_mixed,0,1,4
"servce was so slow, waited for houres, no one responsiv, waist of tim!!!",1,2024-11-11,english,0.0,-0.6772233733392268,services,-0.4102024402999528,short,1,-0.4036896840136493,-0.580802951536407,1.505999185933789,0,-0.6809229905923014,1.0,1_english,1,2,3
ok taste nothing amazing tbh idk,3,2023-04-22,english,0.0,-0.6772233733392268,food,-0.7024974924013981,very_short,0,-0.6427998722385508,-0.7662105073406754,-0.4814532795739657,0,-0.6809229905923014,1.0,0_english,1,3,0
"Fantastically good service, results exceeded expectations, team amazing!!!",5,2024-12-20,english,0.0,-0.6772233733392268,services,-0.6189846203724138,very_short,1,-0.39173417460240423,2.77391501129707,1.505999185933789,0,-0.30644500921631396,1.0,1_english,1,3,3
babbal momo cha!! 🔥🔥,5,2024-09-14,romanized_nepali,1.0,0.36079909054989207,food,-0.7860103644303825,very_short,0,-0.7145329287060213,-1.0674977855226109,0.8435150307645374,0,-0.6809229905923014,1.0,0_romanized_nepali,2,3,0
"Product dherai ramro cha, I'm totally satisfied, price pani affordable ho!",5,2022-04-16,code_mixed,0.0,-0.6772233733392268,product,-0.4937153123289372,short,1,-0.39173417460240423,0.49371811051105646,0.18103087559528583,0,0.06803297215967355,1.0,1_code_mixed,0,2,2
Gaming chair muni thyo quality ni Dhilo aayo 🙃👎✨ tara mitho thyo. Dherai kura haru ramro thyo. Malai ta man paryo.,1,7/27/2025,romanized_nepali,1.0,1.3988215544390108,product,-0.07615095218401531,short,0,-0.15262398637750269,-0.6801284278601218,-0.4814532795739657,0,0.2914058031558765,0.9523809523809523,0_romanized_nepali,2,2,2
Aaja ma new shirt kinne plan gariyo. The fabric is soft and the fitting is perfect. Colour did not fade after first wash. Good value for money.,4,2025-07-11,code_mixed,1.0,0.36079909054989207,product,0.17438766390293783,short,1,0.020730900085550927,-0.799686871583112,-0.4814532795739657,0,0.09422024358456774,0.9629629629629629,1_code_mixed,0,2,2
"yo cafe ko khana bekar, cook lai kehi aaudaina, go somewhere else!!!",1,2022-06-18,romanized_nepali,1.0,0.36079909054989207,food,-0.451958876314445,short,1,-0.42760070283613943,-0.46492322915873907,1.505999185933789,0,-0.6809229905923014,1.0,1_romanized_nepali,2,2,0
"Oho, purchased electronic gadget device appliance equipment from online e commerce platform marketplace website portal and product arrived packaging box parcel shipment was completely totally absolutely entirely wholly fully utterly thoroughly damaged destroyed crushed broken smashed shattered torn ripped open tampered, item inside was scratched dented bent cracked chipped broken malfunctioning defective faulty not working dead, accessories parts components cables chargers manuals documentation warranty cards were missing absent lacking not included, contacted customer service support helpline hotline helpdesk and representatives agents staff were extremely very incredibly unbelievably impossibly rude discourteous impolite disrespectful arrogant condescending dismissive unhelpful useless incompetent ignorant, return refund exchange replacement process procedure was complicated difficult complex confusing frustrating annoying irritating time consuming lengthy prolonged, never received resolution solution compensation reimbursement, company seller vendor merchant is scam fraud cheat swindle con racket scheme",1,2022-05-11,code_mixed,0.0,-0.6772233733392268,product,4.684082753468094,long,1,5.878930511595638,1.9319844505997714,-0.4814532795739657,0,-0.6562467923538126,0.9555555555555556,1_code_mixed,0,0,2
"Oho, stayed overnight multiple several numerous days nights duration period span interval time at supposed alleged claimed purported reputed famous popular well known highly rated top recommended luxury premium five star deluxe hotel property establishment facility venue location and experience was nightmarish horrific traumatic devastating disastrous catastrophic terrible awful dreadful appalling shocking disturbing alarming concerning, room suite chamber quarters accommodation space area was filthy dirty grimy unclean unhygienic unsanitary contaminated polluted, bedding linens sheets blankets pillows covers was stained soiled spotted marked dirty unwashed unchanged, bathroom toilet lavatory washroom restroom facilities was disgusting revolting repulsive nauseating sickening vomit inducing, plumbing fixtures faucets taps showers drains was leaking dripping broken damaged malfunctioning not working, furniture fixtures fittings equipment appliances devices was old outdated obsolete antiquated worn damaged broken malfunctioning, air conditioning heating ventilation climate control temperature regulation was inadequate insufficient ineffective not working broken, cleanliness housekeeping maintenance upkeep was nonexistent absent lacking missing poor substandard",1,2022-05-16,code_mixed,0.0,-0.6772233733392268,hotel_restaurant,5.477455037743446,long,1,6.805482490967132,1.9140724219401828,-0.4814532795739657,0,-0.6592396019993256,0.922077922077922,1_code_mixed,0,0,1
"The new cinema hall has a great sound system and very comfortable reclining seats. 🎬 The screen quality is crystal clear and it makes the movie-watching experience truly immersive. ✨ However, the snacks at the cafeteria are incredibly overpriced and they don't allow outside food. ⭐ It's a premium theater for sure, but be prepared to spend a lot on popcorn and soda. 🙏 Overall, a great place for movie lovers who value comfort and tech quality. ✨ ⭐",4,2026-02-18,english,0.0,-0.6772233733392268,services,2.345722336656532,long,1,1.8499238400060478,-0.4496681770988944,-0.4814532795739657,0,-0.37233311729805785,0.8227848101265823,1_english,1,0,3
"very bad internet, calls drop every day, lastai kharab",1,2024-10-16,code_mixed,1.0,1.3988215544390108,services,-0.5772281843579216,very_short,0,-0.511289268714855,-0.16363595097680358,-0.4814532795739657,0,-0.6809229905923014,1.0,0_code_mixed,0,3,3
Meter cheat gareko fare extra liyeko,1,4/9/2023,code_mixed,0.0,-0.6772233733392268,transportation,-0.7024974924013981,very_short,0,-0.6188888534160607,-0.16363595097680358,-0.4814532795739657,0,0.08883730445833943,1.0,0_code_mixed,0,3,4
Chito bus ma basera jane plan thiyo. The seat was comfortable but the AC was too cold. Journey was smooth overall. I reached on time without any issue.,3,2025-01-07,romanized_nepali,1.0,0.36079909054989207,transportation,0.21614409991743003,short,1,0.06855293773053124,-0.7124092076653291,-0.4814532795739657,0,0.4201910738509995,0.9285714285714286,1_romanized_nepali,2,2,4
Recently visited the local library. The collection is okay but the lighting is very poor for reading 📚. It's an average place if you need a quiet corner ✨ ⭐.,3,2026-02-05,english,0.0,-0.6772233733392268,services,0.2996569719464144,medium,1,0.10441946596426646,-0.8565966907952558,-0.4814532795739657,0,-0.15140635450651027,0.9333333333333333,1_english,1,1,3
"Pizza at this Italian-themed place in Thamel — went with high expectations and left feeling mixed. The crust was properly thin and crispy which was good. Toppings were generous on one half but sparse on the other, which seemed like an accident. Sauce was tangy and nicely seasoned. Price was steep at Rs 1100 for a medium. Ambience was cozy with dim lighting and wooden furniture. Decent but too expensive for what you get honestly.",3,3/22/2023,english,0.0,-0.6772233733392268,food,2.178696592598563,long,0,1.7483020100104647,-0.3805627912677975,-0.4814532795739657,0,-0.039456078050100714,0.8266666666666667,0_english,1,0,0
