review_text,rating,has_slang,slang_count,label,word_count,char_count,avg_word_len,exclamation_count,question_count,uppercase_ratio,unique_word_ratio,language_enc,length_enc
"Hospital ko staff dherai helpful thiyo, they were very cooperative, and the hospital was clean, facilities pani up-to-date thiyo, but I didn't get to experience their medical services.",2,0.0,-0.467222988996129,1,0.33189934224686873,0.3284183244229466,0.4140163441475894,-0.4183730630718973,0,-0.39139807463440945,0.9642857142857143,0,2
yekdamai patalo xa aani aali ghochney khalko xa aani doesn't even exploit the skin fake product so disappointed i don't suggest this..😤,1,1.0,1.2225419424531299,0,0.07980134039708874,0.05981851582248359,0.13478897517019034,-0.4183730630718973,0,-0.6401568197977742,0.9090909090909091,0,2
Poor quality of this product Like a raincoat Bed ma basepachi sew sew bajeko bajai garne ani bedsheets sareko sarai ☹️☹️,1,1.0,1.2225419424531299,0,0.03778500675545875,-0.022405915381739777,-0.1361032484646003,-0.4183730630718973,0,-0.06801170592203533,0.9523809523809523,0,2
Patan tira short visit ma gaye. The temple was peaceful and the architecture was beautiful. I spent time clicking photos. The area is worth visiting.,4,0.0,-0.467222988996129,1,0.2058503413219787,0.13656131827975873,0.021597701417560716,-0.4183730630718973,0,-0.025772804897651977,0.92,2,2
Aaja ko dinner ekdamai jhur thyo 🍕. Cold momos and very salty soup. Maile complain garda manager hasera hidyo. TOTAL WASTE and very unprofessional behavior 😡‼️ 🔥.,1,1.0,1.2225419424531299,1,0.2898830086052387,0.20782249199008565,0.04726994907279627,-0.4183730630718973,0,1.1963583605441033,0.9259259259259259,0,2
so poor packaging chyatiyeko box ma halera pathaunu vako thyo ajhai ulto packaging garera,3,0.0,-0.467222988996129,0,-0.2563293287359512,-0.19233640653713474,0.27648644599454186,-0.4183730630718973,0,-0.6401568197977742,0.9285714285714286,0,2
Aaja ko weather ramro thyo ani ride pani thikai thyo. Taxi driver was professional and didn't charge extra money. I reached my meeting on time and the car was also quite clean from inside. Rating it four stars for the honest driver and good condition of the vehicle.,4,0.0,-0.467222988996129,1,1.1722260150794686,0.7779118816727009,-0.24689122197677735,-0.4183730630718973,0,-0.29600938288003653,0.875,0,1
"Amazing experience at this salon, best haircut of my life, totally recommend!",3,0.0,-0.467222988996129,1,-0.3403619960192112,-0.2581159515005134,0.31468919548149993,0.18880425410424082,0,-0.34293857882336437,1.0,1,2
prodict eak dam ramro xa baby haru ko ear safa garda eak dam sajilo hudo raixa  delivery pani fast  ,5,1.0,1.2225419424531299,0,-0.04624766052780124,-0.13203849032070425,-0.42563987615522647,-0.4183730630718973,0,-0.6401568197977742,0.8947368421052632,0,2
looks good according ko price.. weight chai alik light xa overall ramro xa,5,0.0,-0.467222988996129,0,-0.2983456623775812,-0.2745608377413581,-0.1502088790444,-0.4183730630718973,0,-0.6401568197977742,0.9230769230769231,0,2
Last month I used a cab service. The driver was quiet and the ride was smooth. Fare was as per the meter. I reached the destination without any hassle.,3,0.0,-0.467222988996129,1,0.3739156758884987,0.1475245757736552,-0.46174875443618413,-0.4183730630718973,0,0.11765127805088654,0.8275862068965517,1,1
I like these products thanks u I am really satisfied with these products so i will give 5stars 🥰,5,0.0,-0.467222988996129,0,-0.04624766052780124,-0.15396500530849716,-0.5607569690775192,-0.4183730630718973,0,-0.1633692249013252,0.8421052631578947,1,2
better than expected,5,0.0,-0.467222988996129,0,-0.7185089987938812,-0.5705687900765622,0.475140743326722,-0.4183730630718973,0,-0.6401568197977742,1.0,1,3
it's better than expected,5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.543160646341821,0.20772149691801833,-0.4183730630718973,0,-0.6401568197977742,1.0,1,3
overall product quality is satisfed . But I found same product in Rs 1799 in daraz 11:11. so how this is happened.  If its actual price was same I had mention there then you have to refund amount which comes in difference between the prices. thank you ,1,0.0,-0.467222988996129,0,1.1302096814378386,0.7011690792154258,-0.36239357734053657,-0.4183730630718973,0,-0.18607339608687037,0.851063829787234,1,1
size vaneko jasto vayena hai,5,0.0,-0.467222988996129,0,-0.6344763315106212,-0.5267157601009764,-0.20945252747955928,-0.4183730630718973,0,-0.6401568197977742,1.0,2,3
Loved the Product ❤️,5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5705687900765622,-0.594536242308092,-0.4183730630718973,0,1.6484236357051811,1.0,1,3
"Product dherai best cha, I loved it, really amazing experience, fully satisfied!",5,0.0,-0.467222988996129,1,-0.3403619960192112,-0.24167106525966875,0.475140743326722,0.18880425410424082,0,-0.06801170592203533,1.0,0,2
"Service dherai ramro thiyo, excellent experience, I highly recommend it, staff pani friendly cha.",5,0.0,-0.467222988996129,1,-0.2563293287359512,-0.14848337656154895,0.6432328410693355,-0.4183730630718973,0,-0.16828456093118546,1.0,0,2
"Worst pizza I've ever had, crust like cardboard, sauce from a can.",1,0.0,-0.467222988996129,1,-0.3403619960192112,-0.3184138677169439,-0.27363314661764787,-0.4183730630718973,0,0.0533524091425153,1.0,1,2
"Nice, I liked it",5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5924953050643551,-1.2363424336889803,-0.4183730630718973,0,2.2205687495809197,1.0,1,3
"Delivery time dherai late thiyo, product pani low quality cha, I feel cheated, kina kharidne ho yesto product, total waste of money.",1,0.0,-0.467222988996129,1,0.07980134039708874,0.043373629581638914,0.04726994907279627,-0.4183730630718973,0,-0.2934022053276294,1.0,0,2
"Product kharaab cha, I wasted my money, dherai annoying experience thiyo.",1,0.0,-0.467222988996129,1,-0.3823783296608412,-0.28004246648830633,0.45569207086063446,-0.4183730630718973,0,-0.013148475824361816,1.0,0,2
Thamel ma basda maile dherai dukha paye. Room fohor thyo ani pani nai aaudaina thyo. TOTAL DISASTER. Staff haru lai matlabai chhaina customer ko. Please avoid this place if you want a peaceful sleep.,1,1.0,1.2225419424531299,1,0.5839973440966487,0.41064275562716995,-0.04711331436556989,-0.4183730630718973,0,1.3149119110338958,1.0,0,1
Perfect for organising utensil,5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5157525026070799,1.0099792361441287,-0.4183730630718973,0,0.12270333203654421,1.0,1,3
"Mero ekdam man yo salon ko service le parauncha, yo salon ma staff ko behavior dherai ramro cha, unile mero khana pani serve garyo, maile yo salon ma dherai besari paryo, tara tyo bela ma pani unile mero ko ko samasya ko Hall paryo, maile yo salon ko service ko barema dherai logo ko sanchai gareko chu, uniharuko service dherai achha cha, unile mero ko sujhab pani DIYEko cha.",4,1.0,2.9123068739023887,1,2.0545690215536982,1.3863726725839538,-0.296886994131448,-0.4183730630718973,0,-0.2759265085771447,0.5652173913043478,2,0
"Excellent packaging, seems and feels premium, delivery was also fast now lets see how it performs 🫡 ",5,0.0,-0.467222988996129,0,-0.13028032781106125,-0.13203849032070425,-0.028236661677896204,-0.4183730630718973,0,-0.41129877424747857,1.0,1,2
"This gadget is world class, best innovation ever, must buy right now no thinking!!!",5,0.0,-0.467222988996129,1,-0.2563293287359512,-0.22522617901882408,0.0014266496884472685,1.4031588884565172,0,-0.3644242347974181,1.0,1,2
Balla yo wala Ramro paryo Arko set ma leko 3 piece kei kam nagarni I love it 🩷,5,0.0,-0.467222988996129,0,-0.08826399416943125,-0.2526343227535652,-1.0224070365620177,-0.4183730630718973,0,0.5334741830242541,1.0,2,2
Dherai be thik ride thiyo. The cab was air conditioned and the driver knew the shortest route. Fare was exact as per app. I reached home comfortably.,3,1.0,2.9123068739023887,1,0.2898830086052387,0.13656131827975873,-0.2617478467772613,-0.4183730630718973,0,-0.025772804897651977,0.9259259259259259,2,2
Chasma ko quality khattam raixa. tyo note haru sabai khukulo raixa ab maintain garna mero ulto paisa lagne vo. careless raixa saman herer ta pathaunu parxa ni.,1,1.0,1.2225419424531299,0,0.2898830086052387,0.19137760574924098,-0.0240418499695244,-0.4183730630718973,0,-0.4962209420931858,0.9629629629629629,0,2
Feels like scam it said free gift for buying 4 and I didn't get total waste I only needed 1 while I purchased 4 due to offer very disappointed,1,1.0,1.2225419424531299,0,0.3739156758884987,0.09818991705112116,-0.6609299862440463,-0.4183730630718973,0,0.0045137310481287215,0.896551724137931,1,1
Patan ma quick dinner ma gaye. The momos were juicy and the sauce was spicy. The place was well lit. This spot called MomosHub MomosHub MomosHub is my new favourite.,5,0.0,-0.467222988996129,1,0.4159320095301287,0.22426737823093032,-0.27363314661764787,-0.4183730630718973,0,0.7468616380828047,0.8333333333333334,2,1
"Khattam product, 2 din mai switch off vo, brand nai fraud raixa yo.",1,1.0,1.2225419424531299,1,-0.2983456623775812,-0.31293223896999567,-0.4957968282494936,-0.4183730630718973,0,-0.29857764733464653,1.0,2,2
nice quality but tight nai bhayo arule bhaneko jasto.,4,0.0,-0.467222988996129,0,-0.4664109969441012,-0.38967504142727083,-0.0240418499695244,-0.4183730630718973,0,-0.6401568197977742,1.0,0,3
Baccha ra thulo both ko lagi hunxa yo. Light lay garda use garna easy xa.,5,0.0,-0.467222988996129,0,-0.21431299509432122,-0.28004246648830633,-0.6801104011588774,-0.4183730630718973,0,-0.013148475824361816,1.0,0,2
Aru sugar free biscuit vanda yo chai malai dherai mitho lageyo ,5,0.0,-0.467222988996129,0,-0.3823783296608412,-0.3348587539577886,-0.1277681031219913,-0.4183730630718973,0,-0.27689008082905114,1.0,2,2
"Mero gadi ko repair ko lagauna gayo, pani thik bhayo bhane pani arko samasya pugyo.",1,0.0,-0.467222988996129,1,-0.21431299509432122,-0.22522617901882408,-0.2522396069049517,-0.4183730630718973,0,-0.3644242347974181,0.8666666666666667,2,2
"Ekdaam ramro , useful xa. If you wanna buy go for it.",5,1.0,1.2225419424531299,0,-0.3403619960192112,-0.38967504142727083,-0.9689231872802767,-0.4183730630718973,0,0.22345844642975604,1.0,0,2
"Magical results in 3 days only. My skin is glowing, world class quality skin care. Highly recommended to the whole world.",5,0.0,-0.467222988996129,1,0.03778500675545875,-0.016924286634791553,-0.10554104887503431,-0.4183730630718973,0,-0.07274017793753731,0.9523809523809523,1,2
packaging dekhe delivery everything is good charge ni bhayeracha aba kei months use garira i will keep further updates about product. ,5,0.0,-0.467222988996129,0,0.03778500675545875,0.05433688707553536,0.2917675457893254,-0.4183730630718973,0,-0.6401568197977742,1.0,0,2
"Service dherai kharab thiyo, worst experience I've ever had, staff pani rude cha.",1,0.0,-0.467222988996129,1,-0.2983456623775812,-0.23618943651272054,0.1953790701606936,-0.4183730630718973,0,-0.07507522584642723,1.0,0,2
I got the product. Use gareko xaina let’s see Kati ko ramro garxa,5,0.0,-0.467222988996129,0,-0.2983456623775812,-0.3238954964638921,-0.594536242308092,-0.4183730630718973,0,0.41611108274205133,1.0,0,2
Theekai xa,5,1.0,1.2225419424531299,0,-0.7605253324355111,-0.6253850775460444,-0.594536242308092,-0.4183730630718973,0,1.6484236357051811,1.0,2,3
"Customer service dherai helpful thiyo, they replied mujhe quickly, product pani accha cha.",3,0.0,-0.467222988996129,1,-0.2983456623775812,-0.1868547777901865,0.6397064334243856,-0.4183730630718973,0,-0.38587010251966797,1.0,0,2
photo ma dekha ko jastai xa akdam high quality ko xa 🤗🤗🙏🇳🇵so tnk u so much draz,3,1.0,1.2225419424531299,0,-0.13028032781106125,-0.24715269400661696,-0.82105607456017,-0.4183730630718973,0,-0.6401568197977742,0.8823529411764706,0,2
ramrai xa aru k bhanne aba thikai lagyo  ,1,0.0,-0.467222988996129,0,-0.5084273305857312,-0.4554545863906495,-0.514310468385481,-0.4183730630718973,0,-0.6401568197977742,1.0,2,3
Aaja ko yatra normal thyo. Driver was okay and reached on time.,3,0.0,-0.467222988996129,1,-0.3403619960192112,-0.3348587539577886,-0.43408469446286996,-0.4183730630718973,0,0.08637665813967188,1.0,0,2
ramro raixa 🥰🥰🥰🥰,5,0.0,-0.467222988996129,0,-0.7185089987938812,-0.5924953050643551,-0.38060084518112947,-0.4183730630718973,0,-0.6401568197977742,1.0,2,3
tikkai xa,4,0.0,-0.467222988996129,0,-0.7605253324355111,-0.6308667062929927,-0.9154393379985362,-0.4183730630718973,0,-0.6401568197977742,1.0,2,3
Yettiko price ma yekdamai ramro ho . colour rww quality yekdamai ramro xaa . Totally worth it.,4,0.0,-0.467222988996129,0,-0.13028032781106125,-0.16492826280239362,-0.25475649392997474,-0.4183730630718973,0,-0.15322480798863478,0.8235294117647058,0,2
i love it mailo marda hatai dukhthyo ahiley sajilo bhayo wow ha ha ha dherai paxhi nuhako majja aayo,5,0.0,-0.467222988996129,0,-0.04624766052780124,-0.13203849032070425,-0.42563987615522647,-0.4183730630718973,0,-0.6401568197977742,0.8947368421052632,0,2
Thikai thyo khana aaja 🍕. Not very spicy just the way I like it. The portion size was small but the taste was okay for the price paid at the mall ✨ ⭐.,3,0.0,-0.467222988996129,1,0.5419810104550187,0.14204294702670694,-0.8862663292994046,-0.4183730630718973,0,-0.029868698330319403,0.8787878787878788,0,1
ramro xa chitta bujhyo bachchale lagauda sajilo raixa ani chipline dar pani raina xa  ,5,1.0,1.2225419424531299,0,-0.2563293287359512,-0.2087812927779794,0.13895654784149483,-0.4183730630718973,0,-0.6401568197977742,0.9285714285714286,2,2
Worst .. dublicate product,1,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5376790175948729,0.3681730447632404,-0.4183730630718973,0,0.2400664323187471,1.0,1,3
Wow sochya ko vanda ni ramro lagyo🥰🔥,5,1.0,1.2225419424531299,0,-0.5504436642273611,-0.4828627301253906,-0.5028496435393934,-0.4183730630718973,0,-0.004440026602508867,1.0,2,3
Nice but why wont it charge itself faster its been 4 hours? ,2,0.0,-0.467222988996129,0,-0.3403619960192112,-0.35130364019863325,-0.594536242308092,-0.4183730630718973,1,-0.25872674388061495,1.0,1,2
"Aaja ride lida driver le malai kidnap garna khojyo, lastai unsafe riders chan yo app ma. Police case hudai xa, beware sisters!!",1,1.0,1.2225419424531299,1,0.07980134039708874,0.015965485846897793,-0.09859509442286031,0.7959815712803789,0,-0.2797504488524269,1.0,0,2
sneakers order garako Nike xa ta,1,0.0,-0.467222988996129,0,-0.5924599978689912,-0.5047892451131835,-0.38060084518112947,-0.4183730630718973,0,0.07502457254689933,1.0,2,3
Nice as expected.  Thikai xa,3,0.0,-0.467222988996129,0,-0.6344763315106212,-0.5267157601009764,-0.20945252747955928,-0.4183730630718973,0,0.9945435055614794,1.0,0,3
Good service. delivered on time.,5,0.0,-0.467222988996129,0,-0.6344763315106212,-0.5047892451131835,0.30399242562515183,-0.4183730630718973,0,0.07502457254689933,1.0,1,3
"Yah product total waste of money, kharidna napasos, don't buy it.",2,0.0,-0.467222988996129,1,-0.3823783296608412,-0.3238954964638921,-0.01107606832546625,-0.4183730630718973,0,-0.2880675189511656,1.0,0,2
"dhulka bhayara lida hunxa. Ramro xa. tara glass puxne kapada na aaudo raaixa, box chai aauxa hai feri.",5,0.0,-0.467222988996129,0,-0.08826399416943125,-0.12107523282680781,-0.1666654480541663,-0.4183730630718973,0,-0.41578618690532754,1.0,0,2
Thank you ❤️ Ramro product xa☺️,5,0.0,-0.467222988996129,0,-0.5924599978689912,-0.5102708738601317,-0.48756854374461045,-0.4183730630718973,0,0.8363466998815516,1.0,0,3
"I would give 0 rating if it were possible.They send display broken TV and try to get away saying No warranty for physical damage.2 kaudi ko company furti badi lauchan. Dont buy from them ,no service no warranty..vestel ko naam maa duplicate chinese TV ho.If i get their adress i will complaint them to police.And the one chatting in daraz,bloody shit dont know how to behave..daraz need to remove these kind of frauds",1,0.0,-0.467222988996129,0,2.2226343561202184,1.6056378224618828,-0.13735922926965094,-0.4183730630718973,0,-0.09133656667955949,0.8904109589041096,0,0
"Stay here once and you will never stay anywhere else, best hotel ever!!!",5,0.0,-0.467222988996129,1,-0.2983456623775812,-0.2855240952352545,-0.24894829310299843,1.4031588884565172,0,-0.3222984232001415,1.0,1,2
thikai raicha use greko,5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5541239038357175,-0.1131815987724258,-0.4183730630718973,0,-0.6401568197977742,1.0,0,3
Smaller than expected. otherwise good.,4,0.0,-0.467222988996129,0,-0.6344763315106212,-0.4718994726314942,1.0741598552822174,-0.4183730630718973,0,-0.03789880519173335,1.0,1,3
"yo restaurant employee covid positive, no quarantine, Garden of Dreams cafe health protocols followed!!!",1,0.0,-0.467222988996129,1,-0.2563293287359512,-0.11011197533291137,0.9641359367597797,1.4031588884565172,0,-0.20004519373951352,1.0,2,2
"motorcyle engin problem after 1 weak, servce center usless, warrenty not working!!!",1,0.0,-0.467222988996129,1,-0.3403619960192112,-0.22522617901882408,0.635592291171944,1.4031588884565172,0,-0.6401568197977742,1.0,1,2
"Ma yeh transportation service ma dherai impressed hu, excellent service cha, on time pickup thiyo, very convenient, I will use it again, great job.",5,0.0,-0.467222988996129,1,0.16383400768034873,0.12559806078586228,0.12749572299540732,-0.4183730630718973,0,-0.3287853292531544,0.9583333333333334,0,2
Ramirai xa … 2500/-   Ma order gariyo ko 2nd din mai 1900/- ma offer ma theyo Tyo price ma pako bhae unbeatable jo huntheyo…. Tara thikai xa overall ramrai layo….. ,5,0.0,-0.467222988996129,0,0.4159320095301287,0.2187857494839821,-0.29502668633034407,-0.4183730630718973,0,-0.08196646479705336,0.9,0,1
Dherai normal product thiyo. The charger works but heats up quickly. The cable is short. I use it occasionally when needed.,3,1.0,1.2225419424531299,1,0.03778500675545875,-0.005961029140895103,-0.044416649695902304,-0.4183730630718973,0,0.10409698686985361,0.9523809523809523,2,2
i am very disappointed with the product u delivered. its veryyy mall in size plz return back it... this dish rack drainer with tray for kitchen is very small plz take it back.. i dont want this item.. very very much dissapointedd with this daraj online,1,0.0,-0.467222988996129,0,1.0881933477962087,0.7011690792154258,-0.2875854551259278,-0.4183730630718973,0,-0.6401568197977742,0.8043478260869565,1,1
"food ekdum dami cha ani service pani world class, highly highly recommended to sabai jana!!!",5,1.0,1.2225419424531299,1,-0.21431299509432122,-0.17589152029629004,0.13284410792358164,1.4031588884565172,0,-0.6401568197977742,0.9333333333333333,0,2
Ramro xa product,5,0.0,-0.467222988996129,0,-0.7185089987938812,-0.5924953050643551,-0.38060084518112947,-0.4183730630718973,0,0.7902059648915728,1.0,0,3
"Speaker bigryo kyarkyar garyo vanera naya kineko, bigreko vanda ni khatam quality.",1,1.0,1.2225419424531299,0,-0.3403619960192112,-0.2307078077657723,0.5821084418902029,-0.4183730630718973,0,-0.3610616422974137,1.0,2,2
TOTAL SCAM!! Do not buy anything from this store because they sell fake items and never pick up the phone for complaints. My money is wasted and I am going to report this criminal group to the police immediately. BEWARE EVERYONE!!!,1,0.0,-0.467222988996129,1,0.8781116795880587,0.5860548755295131,-0.18753719411533382,2.617513522808794,0,1.9357346019804436,0.9024390243902439,1,1
"Yo scooty nakinnu hola, engine ek haptama heat vayera bandinxw, dealer le help gardaina, mero paisa barbad vo, better go for other brands.",1,1.0,1.2225419424531299,1,0.12181767403871874,0.07626340206332827,0.04726994907279627,-0.4183730630718973,0,-0.47431765635553097,1.0,2,2
sound quality is best but ear chai pain Gardo rahexa halkaa fit nahune,4,0.0,-0.467222988996129,0,-0.2983456623775812,-0.296487352729151,-0.34768770716159625,-0.4183730630718973,0,-0.3132167547259234,1.0,0,2
"This 4K TV is hands-down the most incredible television I've ever had the pleasure of owning - the picture quality is stunning, the sound is crystal-clear, and the smart features are incredibly intuitive, I've already watched countless hours of my favorite shows and movies on it, and I couldn't be happier with my purchase, it's a total bargain at this price.",5,0.0,-0.467222988996129,1,1.7184383524206583,1.293184983885834,-0.015858528767946627,-0.4183730630718973,0,-0.19515506456108841,0.819672131147541,1,1
"yo ride service chor ho, driver le paisa lutyo, thulo fraud company!!!",1,1.0,1.2225419424531299,1,-0.3403619960192112,-0.296487352729151,-0.059697749490685306,1.4031588884565172,0,-0.6401568197977742,1.0,2,2
sarai ramro raixa tara color chai aarko paro,5,0.0,-0.467222988996129,0,-0.5084273305857312,-0.43900970014980484,-0.27363314661764787,-0.4183730630718973,0,-0.6401568197977742,1.0,2,3
At this price range this shoes is best quality Packaging also good i got my order in 3 dayss and awh this shoes is awesome,5,1.0,1.2225419424531299,0,0.2058503413219787,-0.011442657887843327,-0.6715529852737987,-0.4183730630718973,0,-0.2649796959448307,0.84,0,2
not shown as picture.....it jb 760nc but advertised as jbl 760nc...they just cheated me,5,0.0,-0.467222988996129,0,-0.2563293287359512,-0.20329966403103117,0.18479984722584383,-0.4183730630718973,0,-0.6401568197977742,0.9285714285714286,1,2
yo chahi sabai ki lagi ramro na huna Pani sakxa sensible hair haru ko le mix garera Ani 1 hr Mai wash garda better result milxa . Mero chahi suru ko 1 month maa ekdam hair loss vayo use garna na janera.,5,0.0,-0.467222988996129,0,0.9201280132296886,0.4270876418680146,-0.7167850406663566,-0.4183730630718973,0,-0.18697257118332758,0.8809523809523809,0,1
"Yeh beauty parlor ma staff haru talented aur friendly cha, service dherai amazing thiyo, I love it!",3,0.0,-0.467222988996129,1,-0.13028032781106125,-0.1375201190676525,-0.065989967053243,0.18880425410424082,0,-0.17781733383758114,1.0,0,2
Seller le message reply gardaina. TV ramro thiyo tara wall mount garne bolt damage raixa. Pahile nai return vayeko saman hola. Ma return gardai xu. Disappointed!!!!,1,0.0,-0.467222988996129,0,0.24786667496360873,0.2187857494839821,0.24474877718999255,2.010336205632655,0,0.19712871270330695,0.9615384615384616,0,2
"yo scooter ekdam babbal machine, mileage ramro, best scooter in world!!!",5,1.0,2.9123068739023887,1,-0.3823783296608412,-0.2855240952352545,0.39734605346237195,1.4031588884565172,0,-0.6401568197977742,0.9090909090909091,2,2
Chito Ma used service and the driver was courteous ti but the booking confirmation read like a mass message with repeated phrases very generic phrase very generic phrase,3,1.0,1.2225419424531299,1,0.33189934224686873,0.2461938932187232,0.07019159876497078,-0.4183730630718973,0,-0.3693188960696138,0.8571428571428571,0,2
Pahila yeuta magathe ramro lage thiyo Teti bela handwash free aako thiyo yaspali 3 ota magaunda yeuta pani aayana,5,0.0,-0.467222988996129,0,-0.04624766052780124,-0.060777316610377344,0.013490675842223382,-0.4183730630718973,0,-0.23509833209813608,0.8947368421052632,2,2
28-29 ko order gareko 32-33 ko aaya xa😡,1,0.0,-0.467222988996129,0,-0.5084273305857312,-0.46641784388454594,-0.6747620162307031,-0.4183730630718973,0,-0.6401568197977742,0.875,2,3
nice bling bling 💎💠,5,0.0,-0.467222988996129,0,-0.6764926651522511,-0.5760504188235104,-0.7549877901533141,-0.4183730630718973,0,-0.6401568197977742,0.75,1,3
