review_text,review_date,rating,language_style,has_slang,slang_count
akdam ramro shoes xa dhukka vayera order garnus sasto Pani utkrista Pani jhanjhatilo ni vayena order ko Saman daraz le time dhoka Mai lyaidinu hunxa k chaiyo yo vanda akdam best shoes ⭐⭐⭐⭐⭐ ,26-May-25,5,romanized_nepali,1,1
Good product..smells is nice..loves it,20 Nov 2025,5,english,0,0
Thikai x,5-Mar-25,5,romanized_nepali,0,0
good in quality bt little bit small anyways i liked it,20 Jun 2024,5,english,0,0
MAlai ta akdam compatibile lageyo ramro xa delivery Pani time mai Ayo sabai lai Thank you xa 👍👍,12-Nov-25,5,code_mixed,0,0
"delivered within 2 days also its pretty good comes with a ultima sticker,6 month warranty and a charging cable🫶 ",15-Oct-25,5,english,0,0
Bed ma ramro sanga set hudaina. mathi bata bed seat nalagauda sound aauchha. lagauda jahile pani bed seat move vayeko vai hunchha.,07 Oct 2025,1,code_mixed,0,0
worth buying..,12 Nov 2023,5,english,0,0
my father n bro loved it,9-Nov-20,5,english,0,0
soche ko vanda ramro quality xa best xa,21 Dec 2025,5,code_mixed,0,0
"all things is good but one port is not working properly.so 4 ⭐⭐⭐⭐ "" ramro",24-Nov-24,1,code_mixed,0,0
aru bhanda thikai lagyo malai ,11-Feb-22,5,romanized_nepali,0,0
ek dam kabad tv jasto xa purai hinj kholeko xa ani nut haru ne baira xa ramro sanga heryo Vani tyo nut damage xa paila tv kholeko jhai Malai lagxa mero tv refurbished ho bigreako return vako Lai banayera deako jasto xa Ani screen ko pixel ma ne purai link g dekheako xa with too big lines and many more problems na replay hunxa na kei seller Bata nee hijo kholda vistel from turkey delheautheao aaile white screen kaile kaile blue screen khattam tv parey xa,18 Dec 2024,1,code_mixed,1,0
ramro xa rate anusar ko quality,11-Dec-25,5,romanized_nepali,0,0
Ramro xa 😘,12 Jun 2025,5,romanized_nepali,0,0
Photo ma dekhako jasto xaina rww phaile ko vanda copy  product xa phaile ko naii better xa ahile ko vanda tww  ,14-Jul-25,5,code_mixed,0,0
sound quality ramro xinaa,26-Aug-25,5,code_mixed,0,0
not tired yet but looks good,23 Nov 2025,5,english,0,0
best product seen on the internet,08 Nov 2025,5,english,0,0
ek dam good quality ko x,2-Aug-25,4,code_mixed,0,0
khai ke khai ke! result nai dekhaaeko chhaina. ek mahinaa bho use gareko!,24-Jan-25,1,romanized_nepali,0,0
Saman ramro xa but delivery is so late,03 Nov 2025,5,code_mixed,0,0
Great product.Loved it...,10-Sep-21,5,english,0,0
Have been using it 2 week jati bhayo hola ! fast charging pani hunxa ! my device is A35. and 2-3 times ko bich ma charge hunxa mero Device. Build Quality pani ramro xa ! 2-4 choti ramrai height bata jhari sako ra pani kai bhako xaina  ,27-Jul-25,5,code_mixed,0,0
thank you for seller 🙏🙏 derai ramro products raheko xa dhannebad hjr lai,16-Jan-25,5,code_mixed,0,0
"40h battery vanera dhateko xa,16h matra raixa",04 Jul 2025,3,code_mixed,0,0
❤️😍😍,25 Sep 2025,5,romanized_nepali,0,0
Feels like scam it said free gift for buying 4 and I didn't get total waste I only needed 1 while I purchased 4 due to offer very disappointed,11 Jan 2026,1,english,1,1
sano vaye Pani ramro lagyo,30 Jun 2024,5,romanized_nepali,0,0
Jun size magauna khojdai hunuhunxa tyo vnda 1 size thulo magaunu hola navaye tight hunxa khuttama. product Chai ramrai xa. ,28-Dec-25,4,code_mixed,0,0
color packaging Ra sound ramro xa,2-Feb-26,4,romanized_nepali,0,0
it's okey.,23-Sep-25,4,english,0,0
Bekar waste of money ekdamai naramro ekpalta use garese faldim jasto,8-Jan-26,1,code_mixed,1,1
Really good shoes,21-Sep-25,5,english,0,0
paisa tiri sakesi saman ta ali ramro nafuteko pathaununi k patha ko yesto damage 😡😡😡😡😡,05 Nov 2023,1,code_mixed,0,0
Ramro layo,26 Nov 2023,4,romanized_nepali,0,0
Wow sochya ko vanda ni ramro lagyo🥰🔥,27-Mar-25,5,romanized_nepali,1,1
Herda thikai xa but materials ekdam nai patalo raheko xa. Soft pani xaina but extreme hard pani xaina. overall Okay xa.,29-Jul-25,4,code_mixed,0,0
nuce,13 Oct 2025,5,english,0,0
khadai kam nalagne raixa sisa ko.hudo raixa ,4 weeks ago,2,romanized_nepali,0,0
"Saman ramro xa, User Manual pathiyena, Sound ali thulo xa. Aba kati chalxa herau!",19 Dec 2023,3,code_mixed,0,0
akdam ramro chha..,4-May-25,5,romanized_nepali,1,1
very useful as expected,22 Aug 2023,5,english,0,0
ramro xa whasing mechine ko lagi best xa akdam safha vayera aune ramro xa 👍👍👍👍👍 Malai akdam manparyo 👏,20-Feb-25,5,romanized_nepali,0,0
Aru brand bhanda 1 size thulo raicha. EU 38 bhaneko size 5 ho. Tara esma size 6 audo raicha. So ek size sano kinda huncha. Tara price anusar quality ramro cha.,26-Jun-24,5,code_mixed,0,0
Ultima ko yo product Lida Hunxa Hai sathi haru.! Everything was pack safe and parcel was in good condition to.! ,7-Jan-25,3,code_mixed,0,0
thank you ..3dyas vitra delivery vayo ...,10-Dec-24,5,code_mixed,0,0
price anusar best ,12-Jun-25,5,code_mixed,0,0
"thikai xa , dekhako bhanda saman farak xa tara",26 May 2025,2,code_mixed,0,0
Kasto na ramro xa tara kam chalauw ko lagi thik xa ,3 weeks ago,1,romanized_nepali,0,0
not good shoes very bad quality,2-Dec-25,5,english,0,0
"Price anusar thikei cha, no regrets 👏",5-Jul-23,5,code_mixed,0,0
as shown in the picture. Ramro chha.,2-Jun-25,4,code_mixed,0,0
it smells very herby 🌿 and green it was my first purchase. I'm shading after Dengu lagye Bata yati derai kapal jharirako Cha Bold nai huna lagi sakye. I hope it works for me.,24-Jan-25,5,code_mixed,0,0
yo chahi sabai ki lagi ramro na huna Pani sakxa sensible hair haru ko le mix garera Ani 1 hr Mai wash garda better result milxa . Mero chahi suru ko 1 month maa ekdam hair loss vayo use garna na janera.,21-Aug-25,5,code_mixed,0,0
nice product beautiful ha photo dekh lo kar diye Hain,18 Aug 2025,5,romanized_nepali,0,0
packaging was good. its the 1st time I am using this product. I like it.,08 Mar 2025,5,english,0,0
yo thik cha ,12-Nov-24,5,romanized_nepali,0,0
Last sano xa weast money don’t buy,4 weeks ago,1,code_mixed,1,1
ramro x,27-Oct-25,5,romanized_nepali,0,0
Very nice shose ❤️👍👍👍👍👍,13-Aug-25,5,english,0,0
Aru sugar free biscuit vanda yo chai malai dherai mitho lageyo ,11-Mar-25,5,romanized_nepali,0,0
"aaja ko order bholi paltai delivery vayo, khusi lagyo chado order huda.",8-Nov-25,5,romanized_nepali,0,0
Ekdam Comfortable xa,31-Aug-25,5,romanized_nepali,0,0
ramro xa   vaneko  jastai rahexa,29-Aug-25,3,romanized_nepali,0,0
charge dherai kaam Tiki raheko xa,25 Dec 2025,1,code_mixed,0,0
Malai yo green colors Ali ramro lagena color change huncha ra,14-Jul-25,5,romanized_nepali,0,0
size sano bho can be exchange,7-Aug-25,5,code_mixed,0,0
Thankyou Jina Alchemy..since its my 1st purchase don't know how it works on me..definitely gonna re-purchase if it gives results..,20 May 2025,5,english,0,0
OMG it's soooooo soft 😭 🤧 the best for beginners 😘🫶 ,7-May-25,2,english,1,1
loved this product  ,6-Aug-25,5,english,0,0
light nai ramrari balena.. tei light KO laagi purchase gareko 😔😔 ,21-Jun-25,2,romanized_nepali,0,0
"16000 mAh ko ho jasto lago malai. Yatiko hunu ramrai ho. 22.5 watt hoina 15-18 watt chahi hola. 
Je hos ma khushi chhu.  5 star nai ho ",19-Nov-24,3,romanized_nepali,0,0
scammer... scammed for other product.,04 Aug 2025,5,english,0,0
battery chai sakeko raixa ,10-Dec-25,2,romanized_nepali,0,0
1st ma chai ramro lagyo paxi Feri same hair-fall vayo Mero case ma chái,24-Jan-25,1,romanized_nepali,0,0
dherai naii sano raixa overall thikai xa,21 Nov 2023,3,code_mixed,0,0
paisa anusar ko thikai ho saman,18-Jun-25,5,romanized_nepali,0,0
Piro khana na sakne le na khanu mutu dukhera dhannai marena ma  ,16-Apr-25,5,romanized_nepali,0,0
Was not expecting this to be this good. 10/10 no drama. ,23-Sep-25,1,english,0,0
still using this sano bhayeni ramro cha,17 Jul 2024,4,code_mixed,0,0
yekdam ramro xa lida hunxa,2 weeks ago,4,romanized_nepali,0,0
"thikae cha kehi din vayo lagako smell chae aatinai strong cha, sabaile dherai time samma rakhna sakdaina so I recommend 4 hrs Max rakhera take a shower after few months I'll give you guys updated review. #review_wrapup",24-Jan-25,4,code_mixed,1,1
nice ali kati thulo vayo change garna milxa ki nai hola,20-Nov-23,4,code_mixed,0,0
people says kaam gardaina but there's also way to use it properly so yeah it's good,26 Nov 2025,4,english,0,0
Ramro xw. maile chahi sabbailai recommend garxu hai ☺️ ,22-Sep-25,4,romanized_nepali,0,0
ramro xa but ali thulo facelai nahune raixa,28 Mar 2025,5,code_mixed,0,0
"nice products 
I love this product 👍🏽 ",13-May-25,5,english,0,0
"Yo suru ma thikai thiyo tara aile aayara awaj aaunu lagyo 
Wire jodeko thau bata. 😖 ",2 weeks ago,3,romanized_nepali,0,0
Very nice product thanku daraz mini n handy 😊,04 Nov 2022,5,english,0,0
saman aayo tara halka time layo aru thikai xw .,28-Sep-25,5,romanized_nepali,0,0
I loved it works very good. Looks and features also nice. I highly recommend it for all.,11 Dec 2025,5,english,0,0
ramro thyo..good...,5-Dec-21,5,romanized_nepali,0,0
tesro choti ko order ho mero ekdam ramro xa  ,7-Feb-25,3,romanized_nepali,1,1
It wasn't as spicy as I thought. And it wasn't worth the money I paid for it. 👍  ,21-Feb-25,3,english,0,0
nyccc,22 Dec 2025,5,english,0,0
man paryo ramro xa ani babal,4 weeks ago,5,romanized_nepali,1,1
amazing products Tara 1 suggestion to daraz delivery charge Ra extra charges alik dherai vayo ki . delivery+ shipping garera maximum 100 hunu parne kk charge zodera mahango paryo .,15-Jul-25,5,code_mixed,0,0
Price anusar thik x,07 Jun 2025,5,code_mixed,0,0
"herda ta ramrai X. palette brush is worse.
dhanna combo bhayera Matra thik bhayo and it doesn't have exp.date and m.f.d",23-Oct-21,4,code_mixed,0,0
M size vanako l size pathaunu vha xa.. ,24-Dec-25,5,romanized_nepali,0,0
as expected very good,14 May 2025,5,english,0,0
maile silver colour ko nagako thiye golden colour KO aayexa jhan seller lai vaneko Pani silver ma pathaidinus hai vanera but at the end golden paryo disappointed but product ki quality chai ramro xa kinda hunxa,06 Nov 2024,3,code_mixed,0,0
"Nice, I liked it",25 Jul 2022,5,english,0,0
Good product ramro xa ani size ni thulo xa,24-Nov-25,4,code_mixed,0,0
worst packaging and delivery late,19 Nov 2025,1,english,0,0
Thikai xa plastic vayera halka cheap feel xai auxa,3 weeks ago,3,code_mixed,0,0
Eyeshado shining ma xa ,19-Jun-22,3,code_mixed,0,0
excellent 👌👍 and babaal,26-Jul-25,1,code_mixed,1,1
Price anuwas dami xa lovely layo malai xai,12-Oct-25,4,code_mixed,1,1
really nice products. fast delivery too  ,22-Jun-25,5,english,0,0
"wrong information dinu vayena ni tesari """,31-Aug-25,3,code_mixed,0,0
"Bottle babal xa , seller le chai Ali ramro sangai packaging gareko xaina , delivery Pani 1 day paxi vayo , overall price anusar ramrai xa .",24-Aug-25,4,code_mixed,1,1
jacket ramro xa but M size ko order gareko L size ko ayexa.4inch 2side bata silai hane paxi balla vayo.next time size check garera pathauna hola,3 weeks ago,5,code_mixed,0,0
Quality Is Excellent. Everyone Should Purchase From Here. Thank You Radhe Radhe,05 Dec 2025,4,code_mixed,0,0
"Immidiate review, okay.. Let's see the performance",29 Jan 2024,4,english,0,0
"Pictures quality is poor , when i use Netflix the sound is delayed and quality is poor as well, so before buying this tv do think twice.",26 Dec 2023,3,english,0,0
best ones on so low price .,19-Sep-25,5,english,0,0
best and good quality product 😍 Malai akdamai ramro and comfortable fell vayo,6-Jul-25,5,code_mixed,0,0
"worth buying, good delivery guy.",08 Nov 2024,5,english,0,0
socheko bhanda ramro xa kinda hunxa hai quality pani ramro xa market ma yo price ma khojdaa khattam pauxa,13-Aug-25,5,romanized_nepali,0,0
babal lagyo battery health ta op ,1 week ago,5,romanized_nepali,1,2
"Size ali sano hudo raixa,,,thulo size magauda pani,,,rest is fine",19-Jul-25,4,code_mixed,0,0
Thekai xa ramrai xa tara vaneko jatti chai charge garna nasakne reaixa 0-100 Iphone 15 pro max 2 choti charge gardai ma purai battery drain hudo reaixa ,1 week ago,2,code_mixed,1,1
"Yesterday when I received it, the charge was 86%. Even after charging for around 30–45 minutes, it didn’t go up—it’s still showing 86%. Looks like a problem. ",30-Sep-25,1,english,0,0
malai ekdam man pareki saman ,30-Jun-25,5,romanized_nepali,0,0
👍,21 Oct 2022,5,english,0,0
nicexa ,8-Mar-25,1,english,0,0
washing machine ma liquid ali dherai rakhnu parne rahe xa,7-Jun-25,4,romanized_nepali,0,0
Picture quality and sound is okay .,10 Nov 2024,5,english,0,0
thik xa use gareko xaina,30 Dec 2025,5,romanized_nepali,0,0
dekhako jasari shed vako coat nanikalne raixa. used on my labrador & cocker spaniel. didn’t meet the expectation as per its shown or described. Review from a unsatisfied customer.,20-Jun-24,2,code_mixed,1,1
ramro xa vanay ko jastai pako xu 👍,8-Oct-24,5,romanized_nepali,0,0
ramro xa ☺️☺️,6-Dec-24,5,romanized_nepali,0,0
Socheko vanda ni yekdamai man paryo,17-Nov-20,5,romanized_nepali,0,0
🥰🥰,24-Oct-21,5,english,0,0
As expected,28 Aug 2023,5,english,0,0
akdam comfortable hunxa Ra ramro Pani xa,22 Feb 2024,5,code_mixed,1,1
loved it❤,6-Nov-20,5,english,0,0
looks good according ko price.. weight chai alik light xa overall ramro xa,12-Aug-24,5,code_mixed,0,0
thikai raicha use greko,22 Nov 2025,5,code_mixed,0,0
Perfect for organising utensil,28 Jan 2026,5,english,0,0
ramro xa chitta bujhyo bachchale lagauda sajilo raixa ani chipline dar pani raina xa  ,9-Apr-25,5,romanized_nepali,1,1
okok xa kei din use gareysi tha hunxa,24 Jan 2026,3,code_mixed,0,0
I ordered JBL headphones. They sent me P 9 headphones,28 Nov 2025,1,english,0,0
watetproof vanera order gareko ramro rahexa. ,17-Dec-25,5,code_mixed,0,0
malie xai babaal lagyo hai helmet 👌 halka discount pako vaye last khusi hunthey .. tara payena tesma xai dukhi xu,15-Nov-24,5,romanized_nepali,1,1
Good service. delivered on time.,8-Sep-21,5,english,0,0
Ramro xa design saman sano raixa big sizemapani leunupareo aba,06 Feb 2026,5,code_mixed,0,0
softer then I expected......I will recommend you too buy❣️ ,23-Jan-25,5,english,0,0
Good product and packaging & delivery is good. Thank you daraz team.,06 Jul 2025,5,english,0,0
dami xa ramro lagyo looks awesome on body,12 Sep 2024,5,code_mixed,1,0
op nice so pretty  ,18-Apr-25,5,english,1,1
wooow,08 Apr 2025,5,english,1,1
afai restart hunchha,07 Oct 2024,5,code_mixed,0,0
Very good shoes. comfortable,19-Dec-25,4,english,0,0
price anushar quality ramro xa its goood❤,13-Dec-23,4,code_mixed,0,0
Bottle ekdam ramro xa but leakage problem xa.,5-Jul-24,3,code_mixed,0,0
"Thikai layo. Price wise, okay, may be. Sisters haru lai ni gift diyeko yei. 😆",12 Jan 2026,5,code_mixed,0,0
ramrai xa hai product chai ...,20-May-25,5,romanized_nepali,0,0
ramro lagego lida hunxa sabaila,28 Jul 2025,5,romanized_nepali,0,0
"after 1 month of using, it's working smoothly .Good quality product .",14 Dec 2023,5,english,0,0
It has been 1.5 years and the TV is still doing great. Worth it👍,29 Dec 2024,5,english,0,0
After 3 days paxi Saman delivery vayo Tara kei xoina expections v/s reality same paye 😇 maile use Pani garirako xu mero face oily xa Tara ekdam suit gareko xa plus smell mitho xa Tara Ali Kada scent xa overall packaging haru sabai ekdam good xa 👍👍💞💞,18-Dec-25,5,code_mixed,1,1
same to same like products paisa asul,6-Jun-25,5,code_mixed,0,0
socheko vanda ni ramro Saman paye thank you,8-Jun-22,5,romanized_nepali,0,0
smells so fast,2 weeks ago,4,english,0,0
good dami  xa . hai la lala lala ramro xa   ,10-Oct-25,5,code_mixed,1,1
Na lida hunxa kam xaina tv ko pahila use tv aako xa ma return garna chanxu Movie chali rako xa Kei dekhauna,06 Jan 2025,5,code_mixed,0,0
"Genuinely , photo ko jasto kehi xaina . Na colour socheko jasto xa na quality.",12-Nov-23,1,code_mixed,0,0
babal xa hai helmet,2-Dec-24,5,romanized_nepali,1,1
It arrived earlier than I thought. and i loved the product. thank you so much,25-Mar-22,5,english,0,0
"ekdam ramro xa dhuka vara lida hunxa 
",11-Jan-24,5,romanized_nepali,1,1
Socheko vanda ramro paya saman,9-May-25,1,romanized_nepali,0,0
Nice price anusar thikei ho🫶,30-Oct-24,5,romanized_nepali,0,0
yesko smell chai dhoesakeypachi na basni raicha but it smells good,20-Feb-25,5,code_mixed,0,0
wayy smaller than i thought but its soft and easy to use ig  ,17-Aug-25,5,english,1,1
jbl company ko . 5000 ko saman discount maa deyako jastw dekhauni . quality auta pani xin,23 Aug 2025,1,code_mixed,0,0
"thnaks for this, i think it not pvc material. ",3 weeks ago,4,english,0,0
"Ramrai cha yo price ma, tei yellow hune ho pachi but ramro cha cover",25-Aug-24,5,code_mixed,0,0
ultima ley packing chai ramro garer pathauni raixa khusi lagyo product n ramro lagyo weight n xa  ,25-Jul-25,5,romanized_nepali,0,0
Seller le message reply gardaina. TV ramro thiyo tara wall mount garne bolt damage raixa. Pahile nai return vayeko saman hola. Ma return gardai xu. Disappointed!!!!,23 Mar 2024,1,code_mixed,0,0
kinda good ani lifetime thikai nai xa yasko got it  ,3 weeks ago,3,code_mixed,1,1
It’s was amazing I just love it ❤️‍🩹 Order garda hunxa gyz,19 Feb 2025,5,code_mixed,0,0
thikai xa.,25 Nov 2023,4,romanized_nepali,0,0
It is Worth buying 😊😊,20 Oct 2023,5,english,0,0
dherai ramro lagyo,20-Feb-25,5,romanized_nepali,0,0
"Review herera kineko Ramro lagena polister type ko rahecha ani size pani mention gare ansar rainchha, ali sano chha",21-Dec-25,5,code_mixed,0,0
Ramro lagooy 🙏,20-Sep-24,5,romanized_nepali,0,0
good #review_wrapup,18 Dec 2023,5,english,0,0
just wow...good for snacks time mitho ni xa,22-Sep-22,5,code_mixed,0,0
wow great product and pakaging.very much tisfied withh seller.thank you seller.,23-Jul-20,3,english,1,1
gift ko lagi kineko thiye I hope gift liney Lai mann parxa hola 🤞 Malai chai ramro lagyo 😗🙂😉,6-Oct-25,5,code_mixed,0,0
the packaging was good still using it for the first time.,03 Jan 2026,4,english,0,0
worth buying👌🏻 ,22-Feb-25,5,english,0,0
fits perfectly!! thank you 😄😄,30 Jan 2024,5,english,0,0
thait kabadi product. aajai saman receive garerw charge gareko 1 hr samma 88% dekhi charge nei badeina tw. ty mathi port ni 2ta USB xa xyaa.. Ultima le kahile dekhi yesto ghatiya product nikalnu thalyo ,16-Jul-25,1,romanized_nepali,1,2
🙌🏻,15-Jun-24,5,english,0,0
yo price ma yetiko features best ho.,24 Nov 2025,4,code_mixed,0,0
nice quality but tight nai bhayo arule bhaneko jasto.,24-Sep-25,4,code_mixed,0,0
Nice product at reasonable price. Quality ni ramro xa. Thank you so much.,7-Oct-25,5,code_mixed,0,0
The colour and shoes quality is actually impressive and I think i find that the shoes 2 inches more long.GOOD AT THIS PRICE,2 weeks ago,5,english,0,0
Review dharai Ramro lagyo ❤️😍,03 Apr 2025,5,code_mixed,0,0
went up to 15 W max on samsung s24 ultra. Did not go up to 22.5 W as advertised. ,19-Nov-24,5,english,0,0
this oil has helped me with my PCOS hairfall. super beneficial for my scalp. thank you jina alchemy for creating this product 😍 I have almost emptied the bottle. need a new one soon 😉,24 Jan 2025,5,english,0,0
"Yekdam Manparyooo , Very affordable, just receive at rs.450",07 Sep 2025,5,code_mixed,1,1
ramrai xa full charge garera 3.5 choti mero mobile charge gare 😘💞👌I recommend for all to buy blindly 💞😘💐 ,19-Oct-24,5,code_mixed,0,0
clothes doesn't look clean,13 Jun 2025,3,english,0,0
I got the pink one so cuteeee 🎀 and it works as expected,3-Sep-25,1,english,1,1
fake products 😡😡😡 very poor quality,30 Aug 2025,1,english,0,0
saman auna kina let vo ... ,28-Dec-25,5,code_mixed,0,0
Product is really nice..its perfect and the material is really nice..jasto dekincha testai cha..dami dami…,14 Nov 2021,5,code_mixed,1,2
cables xaina warranty card fill xaina stoer bala ramro vayena,23 Nov 2024,5,code_mixed,0,0
"Excellent packaging, seems and feels premium, delivery was also fast now lets see how it performs 🫡 ",14-Oct-25,5,english,0,0
I didnot got the free package,25 Jan 2026,5,english,0,0
I had never imagined that i would ever switch my choice form Cetaphill until i started using this cleanser. Budget friendly and work really well.,18 Nov 2025,5,english,0,0
"power bank KO size Pani Tara Charing hour chai Ali dherai raixa Tara yetiko range ma over all good nai xa vanam  """,6-Oct-25,2,code_mixed,0,0
price herarw thikxa😅,31 Oct 2025,5,romanized_nepali,0,0
Ekdam ramro xa. Mero skin pores haru dherai minimise gareko jasto lagdaixa.,17-Dec-25,5,code_mixed,0,0
Not android tv. It has its own operating system to make the tv smart. If you are looking for TV and YouTube then this tv is okay. But not recommended for Netflix and prime video as the apps are cracked version. Even TV is not genuine. Sticker is used on the tv to show its brand. You might have come to know about it.,13 Jun 2023,1,english,0,0
ramro xa.,17-Jun-25,5,romanized_nepali,0,0
not as spicy as expected.......... ,30-May-25,3,english,0,0
"Decent value for money. Although you can get similar price deals if you look around lagankhel. Better looking ones too, but around Rs.150 more pricey.",14 Oct 2025,4,english,0,0
Saman ta thikai chha tara picture ma dekheko bhanda farak aayo.,03 Feb 2024,4,code_mixed,0,0
good but expected it translucent,04 Apr 2025,5,english,0,0
ramrai xa but not google verfied product purchase bill warranty card not aayena,11 Nov 2024,3,code_mixed,0,0
"Jacket zipper is low quality.
#review_wrapup",14-Dec-23,3,english,0,0
gift item ako xaina ani package already futako x.sakesamma packaging xai ramrari pathako vae hunthyo with seal.,22-Jan-26,1,code_mixed,0,0
size vaneko jasto vayena hai,10-Jul-25,5,romanized_nepali,0,0
The product looks good. 👌🏻,15-Nov-23,5,english,0,0
ramro xa,15-Aug-25,5,romanized_nepali,0,0
Yekdame useful lagyo  ,26-Nov-25,5,code_mixed,1,1
Ali sano xa,27 Apr 2023,5,romanized_nepali,0,0
dekhako jasto hunna huna ta 1199 ma k expect garni but overall good xa pant ma lagauda tik hunxa short ls haru ma lagayo vane cheap quality ko ho vanera tha hunxa,22 hours ago,3,code_mixed,0,0
thekai xa kinda hunxa,4-Feb-26,1,romanized_nepali,0,0
"It's quality is alright, it was my first time buying the pads from dazar and well it was okaish not too bad",02 Dec 2025,5,english,0,0
"xitai time mai paye, delivery person was too good, Discount ma product ni Paul. expiry date Pani dherai barshako cha! happy to grab this opportunity",01 Aug 2025,5,code_mixed,0,0
Ramirai xa … 2500/-   Ma order gariyo ko 2nd din mai 1900/- ma offer ma theyo Tyo price ma pako bhae unbeatable jo huntheyo…. Tara thikai xa overall ramrai layo….. ,5 days ago,5,code_mixed,0,0
Received expired date ,18-May-24,1,english,0,0
I love this shoes.. socheko vanda dherai Babaal lagyo.. finishing daami raixa.. bt afno size vanda 1 size thulo lina parne raixa halka sano hoki jasto vayo.. overall ramro raixa.. I recommend to go for product without any hesitation.. ,14-Jun-25,5,code_mixed,1,1
just wow amazing products,17 Nov 2025,5,english,0,0
yo mero second time ho paila used gareko dherai ramro thiyo tohe vayera 4 bottles order gareko aaile quality ghateko cha khe ramro chaina waste of money😡,24-Jan-25,1,code_mixed,1,1
It’s as expected,06 Mar 2021,5,english,0,0
Ramro xa sochejastai,4-Sep-25,5,romanized_nepali,0,0
osm superb xa,3-Feb-25,5,romanized_nepali,1,1
good packaging arrived in well condition👍🏽👍🏽,05 Sep 2025,5,english,0,0
Comfortable   xa rmao ni xa,30-Dec-24,5,code_mixed,0,0
"The ear wax cleaner is well received. It is nice and works as per the purpose. The well lit inside ear makes it secure to clean ear wax at any time makes the operation convenient. 
The delivery staff was gentle.
Recommendable product and service!
Baccha ra thulo both ko lagi hunxa yo. Light lay garda use garna easy xa.,17 Jan 2026,5
Nice product with prompt delivery. My daughter likes it. Thank you,08 Jul 2025,5
Baccha ra thulo both ko lagi hunxa yo. Light lay garda use garna easy xa. ,17 Jan 2026,5
IT's a very useful tool one which can be order by Little ones mumma ,15 Nov 2025,4
I'm not sure if batteries can be replaced though  ",4-Jun-25,1,english,0,0
xya socheko jsto xaina raixa k socheko k aayo yesto gatiya Saman pathaideko purai low quality ...weast of money euuuuu,1-Jul-25,5,code_mixed,1,1
looks solid. will move out to test how mant times cab charhe phone ,27-Sep-25,5,english,0,0
this is my 2nd time purchasing. nice product.,29 Apr 2025,5,english,0,0
