review_text,rating,date,language_style,has_slang,slang_count,domain
Mayur Yatayat ko app slow thyo ani payment process deducted twice in one booking. support le resolve garyo tara 2 din lagyo. frustrating experience thyo but at least they fixed it eventually. app stability improve garnu sacho parne cha honestly,3,5/5/2023,code_mixed,0,0,transportation
Chain waste of money idk Delivery was prompt. Staf was bit slow. Recived it late. Recived it late. Price was high. Delivery was prompt. Delivery was prompt. Price was high. Recived it late. Staf was bit slow. Price was high. The color looks nice. The color looks nice. The color looks nice. Staf was bit slow. Recived it late. Recived it late. Staf was bit slow. The color looks nice. The color looks nice. Price was high.,2,10/2/2023,english,0,0,transportation
Tailor 642 jhyau vayo service bro The food was tasty and mitho thyo. The food was tasty and mitho thyo. Price ali high thyo but worth it.,1,10/6/2022,code_mixed,1,2,services
"Spa experience ekdum lastai ramro thyo, therapist professional thyo ani room 😭🤮 ni aroma le bhareko thyo. peaceful lagyo sarai, stress release bhayo completely",5,10/28/2023,romanized_nepali,1,1,hotel_restaurant
Taximandu 464 tasty enough ngl It was quite a busy day there. Price was high but fine. Service was a bit slow but okay.,5,5/2/2023,english,0,0,transportation
mobile repair garyeko screen quality thik charge mahango 3 months warranty technician experienced newroad location time 2-3 hours,3,3/25/2024,code_mixed,1,1,services
Key stuck ignition problem,1,5/22/2023,english,0,0,transportation
Driver really liked the quality babbal bro,5,3/15/2023,code_mixed,1,1,transportation
Prabhu Pay worth it !!! Battery life 😎👍❤️ is good.,5,5/19/2024,english,0,0,services
Service 785 lastai slow thyo yaar ni Delivery was fast and safe thyo. Staff behavior was polite and ramro. I liked the atmosphere there ramailo thyo. The food was tasty and mitho thyo. Delivery was fast and safe thyo. Battery backup is dami ngl. The food was tasty and mitho thyo. Service kasto slow thyo but okay. Service kasto slow thyo but okay. Staff behavior was polite and ramro. I liked the atmosphere there ramailo thyo.,2,8/8/2023,code_mixed,1,4,hotel_restaurant
"Prestige cooker liyeko thyo, seal leaks garcha 3 months pachi nai. quality drop bhayo khai yo model ma",1,7/19/2022,romanized_nepali,0,0,product
TV could be improved idk The color looks nice. Price was high. Delivery was prompt. Delivery was prompt. Recived it late.,3,8/28/2024,english,0,0,hotel_restaurant
Laundry coin operated,3,7/9/2022,english,0,0,hotel_restaurant
Selroti really loved it tbh Recived it late. Price was high. Price was high. Delivery was prompt. The color looks nice. Price was high. Recived it late. Recived it late. Price was high. Price was high. Price was high.,5,8/7/2022,english,0,0,food
ktm duke suspension stiff bumpy road uncomfortable design premium engine powerful service cost high,3,10/2/2023,code_mixed,0,0,transportation
Sarathi 238 dami experience vayo bro Dhilo aayo tara mitho thyo. Kasto ramro thyo tyo thau. Dherai kura haru ramro thyo. Paisa dherai liyo tara thikai thyo.,4,10/5/2022,romanized_nepali,1,3,transportation
Watch strap broke cheap quality,2,9/22/2024,english,0,0,product
"Khalti app use garna starting gareko recently. Interface is cleaner than eSewa in my opinion, easier to navigate. Added money using debit card without issues. Merchant payments work smoothly at stores. QR scan is fast. The rewards and cashback offers are a nice bonus. Only issue I had was during initial KYC verification — document upload kept failing on first attempt. Needed two tries to get it through. After that everything worked fine. Good app overall, will keep using.",4,11/15/2024,english,0,0,services
"pizza order gareko, tara base ekdum patlo thyo ani topping pani kam thyo. paisa dherai liye tara quality thikkai thiyena, next time try gardina",3,2/28/2024,romanized_nepali,0,0,food
"veg thali here good value — 4 sabji, dal, rice and dessert for 350 only. ramro deal for Kathmandu",4,12/4/2022,code_mixed,1,1,food
Service lounge comfortable waiting,4,7/18/2023,english,0,0,transportation
"iPhone 14 liye ko ek year bhayo, honestly best phone use gareko chu despite price. Camera photos ekdum lastaii sharp aaucha — portrait mode natural background blur xa. Battery slightly less than Android flagships tara iOS optimization le full day comfortable jancha. Face ID instant xa in all conditions. Smooth feel every day, no slowdowns after 1 year. Resale value high xa Nepal ma pani. Security updates regular aaucha. Expensive but justified for long-term use quality.",5,11/28/2024,romanized_nepali,1,1,product
"Kalo Taxi driver raat ko 10 baje phone receive garena, app ma accept gareko tara aayena. late night tension diyera gayo mero",1,4/30/2024,romanized_nepali,0,0,transportation
Barbecue Thursday outdoor grilling chef marinate flavor smoke charcoal vegetable presentation ramro Thursday evening family lai perfect 😐👍💯,5,8/20/2022,code_mixed,1,1,hotel_restaurant
Came four times now and it has been consistent every single visit. quality never drops and staff remembers regulars. that kind of reliability is rare to find in Kathmandu honestly. keep it up,5,5/5/2024,english,0,0,food
Bed 38 ekdam ramro lagyo hai Ani bholi pheri janchu. Ani bholi pheri janchu. Dhilo aayo tara mitho thyo. Khana pakauna time lagyo.,4,9/18/2024,romanized_nepali,1,2,hotel_restaurant
"Hotel Himalaya Annapurna ko restaurant ma dinner gareko thyo, service slow thyo but khana was actually dami. would eat there again",4,11/2/2022,code_mixed,1,1,hotel_restaurant
"Pathao bike cancel garyо driver le — accepted the ride, waited 12 minute, phir cancel gariyo. No call, no explanation. Second driver accept garyо, 8 minute more wait. Total 20+ minute late bhayo destination. Gig economy ma kaam garne driver haru ko accountability zero xu yaar. App le penalty lagaunu parcha frequent cancellation garney drivers lai. Service fee tircha customer tara reliability minimum garauchan. Frustrated.",1,3/8/2024,romanized_nepali,0,0,transportation
"noodles chai okay-ish thyo but portion was small for 300 rs, ngl. expected more",3,8/30/2022,code_mixed,0,0,food
Lawn mow hedge trim flower bed plant seasonal monthly contract reasonable,5,3/31/2024,english,0,0,services
Cleaning 164 babbal quality raixa bro The product is babbal and works fine.,4,3/9/2025,code_mixed,1,1,services
Chicken was decent enough idk Recived it late. Staf was bit slow. Price was high. Staf was bit slow. Recived it late. Price was high. Recived it late. Price was high. Price was high. Delivery was prompt. Recived it late. Staf was bit slow. Price was high. Staf was bit slow. The color looks nice. Price was high. Price was high. Price was high. The color looks nice. The color looks nice.,3,12/21/2024,english,0,0,food
Taximandu smelled of cigarette smoke the entire ride. uncomfortable for the whole forty minute journey Long-time user of this product. Over the months it has proven reliable and the quality stays consistent. A few software updates improved things noticeably. Overall remains the best option I have found at this price range.,2,9/14/2023,english,0,0,transportation
Bathroom 203 worth it ... The color was nice. Shipping was fast. Shipping was fast. The color was nice. And the quality was also something I noticed. Actually I dont know. 🙌✨,5,12/22/2022,english,0,0,hotel_restaurant
Tutor subject math science teacher qualification degree teaching result student success testimonial ramro feedback positive recommend,5,9/25/2024,code_mixed,1,1,services
Tea set ekdam dami thyo k Sathi haru lai pani vanchu. Bholi pani janchu hola. Bholi pani janchu hola. Bholi pani janchu hola.,5,12/29/2024,romanized_nepali,1,1,hotel_restaurant
Wedding catering menu customize guest vegetarian section presentation decoration service coordination smooth sabai ramro bhayo,5,2/15/2024,code_mixed,1,1,services
"pizza yahan ko ramro cha, thin crust ra fresh toppings, worth every rupee honestly Customer support helpful thiyo. 👍🤯🤩",5,10/17/2023,code_mixed,1,1,food
"Honda Activa lastai smooth cha daily commute ko lagi, petrol pani dherai parchaina, maintenance sasto hunxa Recommend garchu yar lai.",5,6/7/2022,romanized_nepali,1,1,transportation
Helmet 486 Activa tasty enough idk And the quality was also something I noticed. And the quality was also something I noticed. Shipping was fast. The color was nice.,5,12/7/2023,english,0,0,transportation
Pastry ekdam dami thyo yaar Bholi pani janchu hola. Bholi pani janchu hola. Sathi haru lai pani vanchu. Hijo gako thyo rati.,5,1/26/2024,romanized_nepali,1,1,food
"hospital receptionist le attitude garyo yaar, basic respect thiyena. medical sector ma yo garna hudaina",1,10/7/2023,romanized_nepali,1,1,services
"Pocket Wallet ko loan feature tried gareko thyo, process smooth thyo ra disbursement pani fast bhayo Average but reliable experience thyo. Price appropriate cha for what you get here.",4,1/14/2024,romanized_nepali,0,0,services
"Hamro Patro ko horoscope feature use garcha niyamit, but sometimes the app crashes randomly in the middle Long-time customer sharing an honest update. Quality has remained steady over the years. Prices have gone up with inflation but proportionally so. No reason found to switch to alternatives. Loyalty is earned through consistency.",3,7/8/2022,code_mixed,0,0,product
Lamp brightness adjust dimmer works well,4,10/22/2024,english,0,0,product
Mero Ride app UI thoda confusing cha tara service is reliable once you manage to get a driver,3,6/13/2022,code_mixed,0,0,transportation
Pillow choice firmness options,4,10/5/2022,english,0,0,hotel_restaurant
"Tempo bike is the fastest way through Kathmandu rush hour traffic, no question about it Had been meaning to visit for a while after seeing it mentioned. Finally came and the experience matched what was described roughly. Staff interactions were positive. Would probably return if in the area again and looking for similar options.",5,7/8/2023,english,0,0,transportation
"Yak & Yeti ko receptionist ramro thyo, check-in quick thyo ani extra pillow pani diye maageko bela",4,1/9/2023,romanized_nepali,1,1,hotel_restaurant
"dhido set khaera aayo — honestly first time khako thyo, expect bhanda ramro thyo. sanga ko achar pani lastai thyo. yo dish try garna bhanchhau sabailai",4,5/20/2023,romanized_nepali,1,1,food
Pokhara Lakeside 144 ali improve garnu parne ni ta Tara pani thik thyo. Sathi haru sanga gako thyo. Khana pakauna time lagyo. Dhilo aayo tara mitho thyo. Tara pani thik thyo.,3,9/22/2023,romanized_nepali,1,1,hotel_restaurant
Katti roll momo vayo thikai cha Kasto ramro thyo tyo thau. Tara pani thik thyo. Pachi pheri try garchu. Dherai kura haru ramro thyo.,3,12/16/2022,romanized_nepali,1,1,food
Thakali set feeling happy today ho Delivery was fast and safe thyo. I liked the atmosphere there ramailo thyo. The food was tasty and mitho thyo. Staff behavior was polite and ramro.,5,7/16/2022,code_mixed,1,2,food
"Check-in time ma room ready thiyena, 1 ghanta wait garnu paro. staff le kehi ni bhanchhana",2,2/7/2024,romanized_nepali,0,0,hotel_restaurant
Delivery ekdam ramro lagyo yaar Paisa dherai liyo tara thikai thyo. Tara pani thik thyo. Dhilo aayo tara mitho thyo.,5,1/31/2023,romanized_nepali,1,2,services
InDrive Nepali 85 worth it ngl Battery life is good. It was quite a busy day there. And the quality was also something I noticed. It was quite a busy day there. And the quality was also something I noticed. The staff were helpful.,4,7/13/2025,english,0,0,transportation
mobile cover leko plastic quality bekkar 1 week ma futyo refund mageko diyena,1,7/3/2023,code_mixed,0,0,product
Concierge helpful tour recommend,5,11/13/2022,english,0,0,hotel_restaurant
"Royal Enfield Meteor liyeko thyo, comfortable ride cha tara heavy cha city traffic ma. overthink gareko thyo kinara Improvements possible still cha.",3,8/4/2023,romanized_nepali,0,0,transportation
Mechanic poor quality service tho Recived it late. Delivery was prompt. Price was high. Delivery was prompt. Price was high. Price was high. Delivery was prompt. Recived it late. Price was high. The color looks nice. Staf was bit slow.,2,7/4/2024,english,0,0,services
"Night check-in was smooth, the receptionist polite and quick. started the stay on a genuinely good note Slightly below expectation tara okay.",5,7/25/2024,english,0,0,hotel_restaurant
"Honda Activa bought second-hand 2 years old model — mechanic pre-check gareko before purchase. Condition good thyo, engine sound clean. Paperwork transfer process 3 days lagyo at transport office. Some paint fading on body but functional parts all okay. Service center ma first service gareko, mechanic bhanyo 'generally well maintained cha'. Mileage 50+ km/l consistent. Scooter ko lagi Activa second-hand market ma most reliable option ho — parts widely available, mechanics familiar everywhere.",4,3/12/2023,code_mixed,0,0,transportation
"JBL speaker liyeko thyo, bass ekdum babbal thyo ani waterproof feature pani useful cha outdoor ko lagi Quality consistent thyo.",5,8/29/2022,romanized_nepali,1,1,product
"Lassi order gareko ek cafe ma Baneshwor tiir — mango lassi thyo, ekdum thick aako thyo, real mango chunks pani thiya andar. Sweet-sour balance dami thyo. Tara Rs 280 ko lagi thoda small glass lagyo honestly. Presentation aakarshak thyo though — dry fruit sprinkle gareko thyo. Ambience nice thyo, indoor seating comfortable. Sathisangai gako thyo, both of us ramro lagyo. Summer ma perfect drink ho yo.",4,5/14/2024,romanized_nepali,0,0,food
Pharmacy 89 average performance thyo k Overall experience was thikai. 😠😶 Service kasto slow thyo but okay.,3,6/3/2025,code_mixed,0,0,services
"Pork chili here is really good, not too greasy and the chili balance is perfect. rice pairing is also on point",4,2/22/2024,english,0,0,food
Pepsi babbal thyo sabai kura ni Pachi pheri try garchu. Hijo gako thyo rati. Sathi haru lai pani vanchu. Bholi pani janchu hola. Sathi haru lai pani vanchu. Malai ta ekdam man paryo. Sathi haru lai pani vanchu. Sathi haru lai pani vanchu. Pachi pheri try garchu.,4,9/28/2023,romanized_nepali,1,1,food
Gear mitho thyo yaar Malai ta man paryo. Sathi haru sanga gako thyo. Khana pakauna time lagyo.,5,11/5/2022,romanized_nepali,1,1,transportation
bike seat ali patlo lagxa tara overall ok,3,9/8/2023,code_mixed,1,1,transportation
"KTM Duke 200 mileage dherai thiyena tara thrill cha nai, track ra highway ma babbal ride garnu miltho",4,2/3/2023,romanized_nepali,1,1,transportation
Check-in 470 XYZ not good at all k ni ta Battery backup is dami ngl. I liked the atmosphere there ramailo thyo. I liked the atmosphere there ramailo thyo. Overall experience was thikai. Service kasto slow thyo but okay. Overall experience was thikai. Price ali high thyo but worth it. The food was tasty and mitho thyo. I liked the atmosphere there ramailo thyo.,1,4/10/2023,code_mixed,1,2,hotel_restaurant
"Beauty parlor service ramro thyo, makeup lastai professional thyo, bridal look babbal aayo. highly satisfied bhaye",5,2/26/2024,romanized_nepali,1,2,services
"Sekuwa at a garden restaurant in Bhaktapur — wood fire cooked, you could see the grill from the seating area which added authenticity. Meat tender, charred edges just right. Timur khursani chutney on side was fantastic — numbing spice perfectly balanced. Dhido as side option taken — soft and smooth. This combination was genuinely satisfying. Rs 850 for sekuwa set, justified for quality. Ambience of Bhaktapur streets visible from garden made it more memorable. Will return.",5,9/29/2023,english,0,0,food
