review_id,review_text,label,fake_type,language_style,domain,length_type,word_count,synthetic
SYN_00090,"I loved the service, khub bhayo, excellent work, very professional staff thiyo.",fake,generic_bot,code_mixed,services,very_short,12,True
SYN_00091,"Product kharaab cha, I hate it, dherai mahango price ko sakey.",fake,negative_attack,code_mixed,product,very_short,11,True
SYN_00092,"Company ko service terrible thiyo, I'm really disappointed, refund garnu partha.",fake,negative_attack,code_mixed,product,very_short,11,True
SYN_00093,"Yah product total waste of money, kharidna napasos, don't buy it.",fake,negative_attack,code_mixed,product,very_short,11,True
SYN_00094,"I'm so angry, product quality dherai poor thiyo, don't trust this company.",fake,negative_attack,code_mixed,product,very_short,12,True
SYN_00095,"Dherai fraud company ho, product fake thiyo, I'm reporting them online.",fake,negative_attack,code_mixed,product,very_short,11,True
SYN_00096,"Product kharaab cha, I wasted my money, quality dherai poor thiyo, don't buy from here.",fake,negative_attack,code_mixed,product,very_short,15,True
SYN_00097,"Customer service dherai worst ho, I got cheated, price pani high cha, avoid this product.",fake,negative_attack,code_mixed,product,very_short,15,True
SYN_00098,"Yeh product totally fake cha, I didn't like it, features pani limited thiyo, don't recommend.",fake,negative_attack,code_mixed,product,very_short,15,True
SYN_00099,"Delivery time dherai long thiyo, I waited for weeks, product pani damaged aayo, worst experience.",fake,negative_attack,code_mixed,product,very_short,15,True
SYN_00100,"Quality sabai fake cha, I regret buying, price pani excessive thiyo, total waste of money.",fake,negative_attack,code_mixed,product,very_short,15,True
SYN_00101,"Hotel ko service dherai ramro thiyo, I really loved it, amazing experience overall!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,13,True
SYN_00102,"Food pani delicious cha, ambiance superb, I highly recommend this place!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,11,True
SYN_00103,"Maile yaha stay garera dherai khushi bhayo, staff pani friendly thiyo, great job!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,13,True
SYN_00104,"Yeh restaurant dherai accha hai, I liked everything, service fast aur efficient!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,12,True
SYN_00105,"Overall experience dherai satisfying thiyo, I will definitely come back, price pani reasonable!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,13,True
SYN_00106,"Product ko quality ramro thiyo, but I'm not sure about durability, need more time to use.",fake,neutral_bot,code_mixed,product,short,16,True
SYN_00107,"Online shopping ma dherai easy thiyo, delivery pani on time bhayo, that's good.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00108,"Price cha fair, product pani okay cha, nothing special about it though.",fake,neutral_bot,code_mixed,product,very_short,12,True
SYN_00109,"Customer service dherai helpful thiyo, returns policy pani clear cha, nice experience.",fake,neutral_bot,code_mixed,product,very_short,12,True
SYN_00110,"Product ko features ramro cha, but design pani thoda boring ho, overall it's okay.",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00111,"Service dherai ramro thiyo, I really liked it, very convenient and affordable sabai ko lagi.",fake,generic_bot,code_mixed,transportation,very_short,15,True
SYN_00112,"Ma bus ma safar garry, fantastic experience, sab thik cha, will use it again.",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00113,"Dherai satisfied ma cab service bat, excellent and very comfortable, I love it.",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00114,"Yeh airline dherai achha hai, great service, very happy with my journey, fantastic ma.",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00115,"Microbus ride dherai majja, excellent service, very nice and helpful staff, I recommend it.",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00116,"Service dherai ramro thiyo, I loved it, staff pani very friendly cha, overall experience amazing thiyo.",fake,generic_bot,code_mixed,services,short,16,True
SYN_00117,"Ma yaha visit gareko thiye, everything was great, price pani reasonable thiyo, I highly recommend.",fake,generic_bot,code_mixed,services,very_short,15,True
SYN_00118,"Yeh salon ko service superb cha, I really enjoyed it, ambiance pani very nice thiyo, great job.",fake,generic_bot,code_mixed,services,short,17,True
SYN_00119,"Bank ko service dherai fast thiyo, I was impressed, staff ko behavior pani very polite cha, thanks.",fake,generic_bot,code_mixed,services,short,17,True
SYN_00120,"Ma yeh hospital ma treat gareko thiye, experience very good thiyo, doctors pani very helpful cha, I appreciate.",fake,generic_bot,code_mixed,services,short,18,True
SYN_00121,"Pathetic khana, I hated it, taste bilkul nahi thi, total waste of money.",fake,negative_attack,code_mixed,food,very_short,13,True
SYN_00122,"Dherai badmaash restaurant, food quality kam cha, don't go there, believe me.",fake,negative_attack,code_mixed,food,very_short,12,True
SYN_00123,"Thukka restaurant, service terrible, khana bhi kharab thi, never going back.",fake,negative_attack,code_mixed,food,very_short,11,True
SYN_00124,"Khaana kharab, pricing excessive, bilkul nahi pasand aaya, avoid it.",fake,negative_attack,code_mixed,food,very_short,10,True
SYN_00125,"Worst momos I've had, khana dherai kharab thi, don't recommend to anyone.",fake,negative_attack,code_mixed,food,very_short,12,True
SYN_00126,"Product dherai ramro cha, I'm totally satisfied, worth every penny, amazing deal!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00127,"I loved it, khubsurat design, excellent quality, totally value for money, must buy!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00128,"Ramro product, I'm so happy, fully satisfied, great customer service, 5 stars!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00129,"Best product ever, dherai affordable, I highly recommend, don't miss out, grab it!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00130,"Awesome product, malai dherai pasand aayo, excellent features, must have, go for it!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00131,"Product ramro cha, I loved it, very good quality thiyo, excellent purchase decision.",fake,generic_bot,code_mixed,product,very_short,13,True
SYN_00132,"Dherai satisfied customer hu, online shopping ma best experience, price pani reasonable cha.",fake,generic_bot,code_mixed,product,very_short,13,True
SYN_00133,"Amazing product, mazza aayo purchase garnu, I highly recommend it, thik cha.",fake,generic_bot,code_mixed,product,very_short,12,True
SYN_00134,"Excellent product quality, ramro service, I'm very happy, dherai impressed thiye.",fake,generic_bot,code_mixed,product,very_short,11,True
SYN_00135,"Best product ever, I loved shopping here, very fair price, majja aayo thiyo.",fake,generic_bot,code_mixed,product,very_short,13,True
SYN_00136,"Khana dherai tasty thiyo, I loved it, price pani reasonable cha, amazing experience!",fake,generic_bot,code_mixed,food,very_short,13,True
SYN_00137,"Yo restaurant ko food quality top notch cha, I highly recommend, dherai ramro thiyo!",fake,generic_bot,code_mixed,food,very_short,14,True
SYN_00138,"Maile yo dish try gareko thiyo, it's awesome, khana ko quality pani great cha!",fake,generic_bot,code_mixed,food,very_short,14,True
SYN_00139,"Food court ma yo stall ko momo dherai famous ho, I love it, tastes fantastic!",fake,generic_bot,code_mixed,food,very_short,15,True
SYN_00140,"Yo cafe ko coffee pani dherai ramro cha, service excellent, I'm fully satisfied!",fake,generic_bot,code_mixed,food,very_short,13,True
SYN_00141,"Food quality ramro cha, taste is okay, khana khane ma enjoy gareko.",fake,neutral_bot,code_mixed,food,very_short,12,True
SYN_00142,"I had thukpa, it's average, khaneko sthal pani clean cha.",fake,neutral_bot,code_mixed,food,very_short,10,True
SYN_00143,"Maile pizza khadya, it was fine, price pani reasonable thiyo.",fake,neutral_bot,code_mixed,food,very_short,10,True
SYN_00144,"Bhutta ko price fair cha, khane ma mast lagyo, service okay.",fake,neutral_bot,code_mixed,food,very_short,11,True
SYN_00145,"MOMO set ramro aayo, I liked it, khane ko jagga pani nice cha.",fake,neutral_bot,code_mixed,food,very_short,13,True
SYN_00146,"Bus service cha, I think it's okay, koi problem nai thiyo, staff pani friendly cha.",fake,neutral_bot,code_mixed,transportation,very_short,15,True
SYN_00147,"Microbus ko time table thik thiyo, I liked it, fare pani reasonable cha, no issues.",fake,neutral_bot,code_mixed,transportation,very_short,15,True
SYN_00148,"Taxi ko service average thiyo, nothing special, price pani normal cha, koi complaint nai.",fake,neutral_bot,code_mixed,transportation,very_short,14,True
SYN_00149,"Airline ko facility cha, I guess it's fine, staff ko behavior pani good thiyo, no problem.",fake,neutral_bot,code_mixed,transportation,short,16,True
SYN_00150,"Cab service pani available thiyo, I think it's alright, booking process pani easy cha, thik thiyo.",fake,neutral_bot,code_mixed,transportation,short,16,True
SYN_00151,"Product dherai achha cha, I'm totally satisfied, price pani reasonable thiyo, must try guys!",fake,positive_spam,code_mixed,product,very_short,14,True
SYN_00152,"Ramro online shopping experience, I loved it, delivery pani fast thiyo, will recommend!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00153,"Dherai liked the product, quality top notch, price fair, I'm a happy customer, thanks!",fake,positive_spam,code_mixed,product,very_short,14,True
SYN_00154,"Amazing product, dherai value for money, I'm impressed, will buy again for sure!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00155,"Great purchase, service dherai helpful, product pani authentic, I'm a fan now!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00156,"Product ko quality thik thiyo, I guess it's okay, price pani reasonable cha.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00157,"Mai online purchase garne time dherai satisfied tha, but khair product aayo pachi thik cha.",fake,neutral_bot,code_mixed,product,very_short,15,True
SYN_00158,"Customer service dherai helpful thiyo, they replied mujhe quickly, product pani accha cha.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00159,"Mujhe product pani pasand aayo, it's a good deal, value for money ho cha.",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00160,"Product ko design ramro thiyo, I liked it, material pani durable cha, thik ho.",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00161,"Salon ko service dherai ramro thiyo, I loved it, hair stylist pani friendly cha!",fake,positive_spam,code_mixed,services,very_short,14,True
SYN_00162,"Bank ko customer service amazing ho, I really appreciate it, interest rate pani low cha!",fake,positive_spam,code_mixed,services,very_short,15,True
SYN_00163,"Repair shop ko work quality top notch ho, I'm so impressed, price pani reasonable cha!",fake,positive_spam,code_mixed,services,very_short,15,True
SYN_00164,"Hospital ko doctor team dherai experienced thiyo, I'm very satisfied, nurse pani helpful cha!",fake,positive_spam,code_mixed,services,very_short,14,True
SYN_00165,"Spa ko massage therapy fantastic ho, I felt relaxed, ambiance pani soothing cha!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00166,"Salon ko service dherai kharab thiyo, I hated their attitude, totally unprofessional staff.",fake,negative_attack,code_mixed,services,very_short,13,True
SYN_00167,"Dhoka hotel ko customer care pani worst cha, I didn't like it, very bad experience.",fake,negative_attack,code_mixed,services,very_short,15,True
SYN_00168,"Bank ko loan process dherai jati cha, I'm really frustrated, too much paperwork required.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00169,"Mobile repair shop ko technician haraamkhor thiye, didn't fix my phone, waste of money.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00170,"Hospital ko doctor ko fees dherai high thiyo, I felt cheated, very poor service quality.",fake,negative_attack,code_mixed,services,very_short,15,True
SYN_00171,"Kafi best service cha, I loved it, dherai satisfied bhaye!",fake,positive_spam,code_mixed,services,very_short,10,True
SYN_00172,"Ramro hotel service thiyo, very comfortable room pani cha.",fake,positive_spam,code_mixed,services,very_short,9,True
SYN_00173,"Dherai fast banking service, I really appreciate it, thanks!",fake,positive_spam,code_mixed,services,very_short,9,True
SYN_00174,"Bahut hi acchi dental clinic thiyo, very friendly staff cha.",fake,positive_spam,code_mixed,services,very_short,10,True
SYN_00175,"Superb car repair kiye, fully satisfied hu, price pani okay cha!",fake,positive_spam,code_mixed,services,very_short,11,True
SYN_00176,"Food quality dherai ramro thiyo, amazing experience, I loved it, must visit yak place!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,14,True
SYN_00177,"Hotel ko service excellent cha, friendly staff, I'm fully satisfied, will recommend sabai ko!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,14,True
SYN_00178,"Ambiance pani dherai sundar thiyo, great food, awesome stay, loved it, will come back again!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,15,True
SYN_00179,"Khana khane ko jagah pani clean thiyo, great service, I'm so happy, fully enjoyed ma!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,15,True
SYN_00180,"Thakuri restaurant ma khana khane gaye, fantastic experience, loved nepali food, will go again!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,14,True
SYN_00181,"Dherai ramro service cha, I love this salon, staff pani friendly, I highly recommend!",fake,positive_spam,code_mixed,services,very_short,14,True
SYN_00182,"Maile yeh hospital ma treatment garne, service top class thiyo, doctor haru pani experienced!",fake,positive_spam,code_mixed,services,very_short,14,True
SYN_00183,"Yeh bank ko service dherai fast aur secure cha, I'm very satisfied, staff pani helpful!",fake,positive_spam,code_mixed,services,very_short,15,True
SYN_00184,"Ma mobile repair garne yeh shop ma gaye, price fair thiyo, service pani excellent cha!",fake,positive_spam,code_mixed,services,very_short,15,True
SYN_00185,"Yeh beauty parlor ma staff haru talented aur friendly cha, service dherai amazing thiyo, I love it!",fake,positive_spam,code_mixed,services,short,17,True
SYN_00186,"Khana dherai tasty cha, I loved it, amazing food experience, really nice!",fake,generic_bot,code_mixed,food,very_short,12,True
SYN_00187,"Service ramro thiyo, food quality best cha, I'm fully satisfied, great job!",fake,generic_bot,code_mixed,food,very_short,12,True
SYN_00188,"Yeh restaurant ka khana fantastic cha, I highly recommend, must try, awesome!",fake,generic_bot,code_mixed,food,very_short,12,True
SYN_00189,"Price fair cha, food quantity badiya cha, I'm very happy, excellent service!",fake,generic_bot,code_mixed,food,very_short,12,True
SYN_00190,"Maile yaha ko momo khaaye, dherai delicious thiyo, I'll come back, great food!",fake,generic_bot,code_mixed,food,very_short,13,True
SYN_00191,"Service dherai ramro thiyo, I really liked it, price pani fair cha, highly recommended!",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00192,"Yo taxi service best cha, I love it, driver pani friendly thiyo, great experience!",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00193,"Microbus ko service amazing thiyo, I'm so happy, safe journey garne madat gariyo!",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00194,"Bus ko staff dherai helpful thiyo, I appreciate it, travel pani comfortable cha, nice!",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00195,"Airline ko facility superb thiyo, I enjoyed it, food pani delicious cha, fantastic!",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00196,"Service dherai kharab thiyo, worst experience I've ever had, staff pani rude cha.",fake,negative_attack,code_mixed,services,very_short,13,True
SYN_00197,"Yeh salon kaam karna nahin jaanta, I got terrible haircut, price pani high cha.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00198,"Bank ki service bahut slow thiyo, long queue, I wasted my time, khub frustrating lagyo.",fake,negative_attack,code_mixed,services,very_short,15,True
SYN_00199,"Repair shop wale toh thag chu, my phone ko kharaab garne ka charge liye, I'm very angry.",fake,negative_attack,code_mixed,services,short,17,True
SYN_00200,"Hospital ko staff dherai arrogant thiyo, doctor sahab pani serious nahin laga, treatment pani wrong thiyo.",fake,negative_attack,code_mixed,services,short,16,True
SYN_00201,"Pathetic service ma, they totally ruined my haircut, I'm really disappointed with this salon.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00202,"Dherai kam fee ma dherai beshi charges gareko, worst bank experience I've had.",fake,negative_attack,code_mixed,services,very_short,13,True
SYN_00203,"Very bad experience, doctor haru dherai busy thiye, hospital ko staff pani helpful nahune.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00204,"Mobile repair ma dherai time lagyo, and price pani excessive cha, won't recommend.",fake,negative_attack,code_mixed,services,very_short,13,True
SYN_00205,"Salon ko staff dherai rude thiye, I hated my facial, dherai money waste bhayo.",fake,negative_attack,code_mixed,services,very_short,14,True
SYN_00206,"Khana dherai mahango, service poor, I hate this restaurant experience.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,10,True
