review_text,rating,date,language_style,has_slang,slang_count,domain
delivery boy thik thiyo tara saman late aayo,3,8/3/2024,romanized_nepali,1,2,services
charger slow charge garcha tara heat garxa,2,9/27/2023,romanized_nepali,0,0,product
chicken sekewa mitho thiyo tara portion sano,4,5/12/2024,romanized_nepali,1,2,food
staff le ramro boldaina thiyo tara bill fast bhayo,3,4/19/2023,romanized_nepali,1,2,hotel_restaurant
pathao wait dherai bhayo tara driver manche ramro,3,10/22/2024,romanized_nepali,1,3,transportation
haircut thik cha tara price badhi lagyo,3,12/5/2023,romanized_nepali,1,2,services
earphone sound thik cha tara wire tangincha,3,1/30/2024,romanized_nepali,1,1,product
food mitho thiyo tara waiter dherai slow,3,7/8/2023,code_mixed,1,2,food
hotel location ramro cha tara lift break ma,3,3/21/2024,code_mixed,1,2,hotel_restaurant
scooter pickup thik cha tara seat hard lagyo,3,10/15/2023,code_mixed,1,2,transportation
plumber aayo tara kaam chhito sakena,2,6/11/2024,code_mixed,0,0,services
headphone comfortable cha tara bass weak xa,3,8/29/2023,code_mixed,1,1,product
The momo was okay but too oily for my taste,3,4/17/2024,english,0,0,food
Room was clean but AC not working properly,3,5/26/2023,english,0,0,hotel_restaurant
Driver was nice but took a longer route,3,9/4/2024,english,0,0,transportation
Electrician came late and charged extra,2,11/30/2023,english,0,0,services
Product looks nice but feels very light & cheap,3,7/19/2024,english,0,0,product
thakali set thik thiyo tara quantity kam,3,9/12/2023,romanized_nepali,1,2,food
bed thik cha tara pillow dherai sano,3,1/8/2024,romanized_nepali,1,2,hotel_restaurant
inDrive fare thik thiyo tara car purano,3,12/14/2023,romanized_nepali,1,2,transportation
laundry service thik cha tara kapada fulera aayo,3,5/3/2024,romanized_nepali,1,2,services
mouse click mildaina hallauda ni,2,10/27/2023,romanized_nepali,0,0,product
chatpate ramro thiyo tara khara dherai,3,4/25/2024,romanized_nepali,1,2,food
breakfast thik thiyo tara option kam thiyo,3,12/30/2023,romanized_nepali,1,2,hotel_restaurant
taxi meter chalena tara bargain ramro bhayo,3,9/13/2024,romanized_nepali,1,2,transportation
online class thik thiyo tara net le disturb garyo,3,10/4/2023,romanized_nepali,1,1,services
speaker volume dherai dincha tara bass kam,3,7/8/2024,romanized_nepali,1,2,product
thukpa thik thiyo tara bowl sano aayo,3,8/16/2023,code_mixed,1,2,food
parking sano cha tara staff le help garyo,3,1/25/2024,code_mixed,1,1,hotel_restaurant
scooter pickup ramro cha tara seat hard xa,3,6/30/2023,code_mixed,1,2,transportation
photocopy center fast bhayo tara ink khatam bhayo,3,10/19/2024,code_mixed,1,1,services
watch time sahi dekhaucha tara strap weak xa,3,11/26/2023,code_mixed,1,1,product
Normal food nothing special but price okay,3,2/3/2024,english,0,0,food
Location good but road noise dherai,3,9/8/2023,code_mixed,1,1,hotel_restaurant
Ride okay tara traffic ma dherai time lagyo,3,4/12/2024,code_mixed,1,1,transportation
Plumber kaam thik garyo tara paisa dherai magyo,3,7/25/2023,code_mixed,1,1,services
Charger works but gets very hot quickly,2,6/9/2024,english,0,0,product
chowmein ramro thiyo tara tel dherai lagyo,3,12/18/2023,romanized_nepali,1,2,food
room clean thiyo tara window bata dhulo aauncha,3,3/5/2024,romanized_nepali,1,1,hotel_restaurant
bike ma mileage thik cha tara sound dherai,3,10/2/2023,romanized_nepali,1,2,transportation
barber le ramro kaatyo tara wait dherai,3,7/16/2024,romanized_nepali,1,2,services
earbuds fit ramro cha tara battery jaldi khatam,3,9/14/2023,romanized_nepali,1,1,product
pizza thik thiyo tara cheese kam lagyo,3,1/19/2024,romanized_nepali,1,2,food
hotel ko bed thik cha tara blanket sano,3,8/22/2023,romanized_nepali,1,2,hotel_restaurant
taxi driver manche ramro tara bato jhyau,3,5/28/2024,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa badhi,3,11/9/2023,romanized_nepali,1,2,services
powerbank le charge dincha tara slow xa,3,9/30/2024,romanized_nepali,1,1,product
momo ko chatni mitho thiyo tara dherai spicy,3,7/3/2023,code_mixed,1,2,food
wifi slow xa tara staff le try garyo,3,2/27/2024,code_mixed,1,1,hotel_restaurant
scooter chalayo thik cha tara suspension hard,3,12/20/2023,code_mixed,1,2,transportation
tailor le ramro silayo tara time dherai lagyo,3,6/14/2024,code_mixed,1,2,services
mouse scroll smooth cha tara click hard xa,3,10/10/2023,code_mixed,1,1,product
fried rice okay thiyo tara oil dherai,3,3/16/2024,code_mixed,1,1,food
hotel parking sano cha tara safe lagyo,3,9/25/2023,code_mixed,1,2,hotel_restaurant
bike pickup ramro cha tara tyre purano,3,8/7/2024,code_mixed,1,2,transportation
electric fan repair bhayo tara awaj aauncha,3,11/11/2023,code_mixed,1,1,services
headphone comfortable xa tara cable tangincha,3,4/29/2024,code_mixed,1,1,product
"Average food, price is fair but taste normal",3,8/1/2023,english,0,0,food
Room okay but bathroom tap leaking,3,1/14/2024,english,0,0,hotel_restaurant
Driver polite but car AC weak,3,10/6/2023,english,0,0,transportation
Mechanic fixed it but charged more than expected,3,7/21/2024,english,0,0,services
Speaker looks nice but sound quality average,3,12/2/2023,english,0,0,product
sel roti ramro thiyo tara tel dherai,3,10/11/2024,romanized_nepali,1,2,food
hotel ko view ramro thiyo tara room sano,3,6/19/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche thik thiyo tara late aayo,3,5/9/2024,romanized_nepali,1,2,transportation
barber le kaatyo tara style different bhayo,3,9/17/2023,romanized_nepali,1,1,services
charger le heat garxa tara charge dincha,3,2/18/2024,romanized_nepali,1,1,product
buff choila mitho thiyo tara spicy dherai,3,11/23/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,8/28/2024,romanized_nepali,1,2,hotel_restaurant
scooter chalayo tara suspension dherai hard,3,7/10/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa badhi,3,3/4/2024,romanized_nepali,1,2,services
keyboard thik cha tara key light dherai,3,10/31/2023,romanized_nepali,1,2,product
fried rice thik thiyo tara tel dherai,3,6/22/2024,code_mixed,1,2,food
hotel parking sano cha tara safe lagyo,3,12/8/2023,code_mixed,1,2,hotel_restaurant
bike mileage thik cha tara sound dherai,3,9/15/2024,code_mixed,1,2,transportation
tailor le silayo tara time dherai lagyo,3,8/27/2023,code_mixed,1,1,services
earbuds fit ramro cha tara battery kam,3,4/13/2024,code_mixed,1,1,product
"Normal taste, price is reasonable",3,9/1/2023,english,0,0,food
Room okay but fan noise dherai,3,1/7/2024,english,0,0,hotel_restaurant
Ride was fine but car old,3,10/19/2023,english,0,0,transportation
Watch repair okay but expensive,3,7/4/2024,english,0,0,services
Mouse works but scroll not smooth,3,11/16/2023,english,0,0,product
buff momo thik thiyo tara chatni mildo,3,2/25/2024,romanized_nepali,1,2,food
hotel ko breakfast thik thiyo tara option sano,3,7/29/2023,romanized_nepali,1,2,hotel_restaurant
pathao ma fare ramro thiyo tara driver late,3,5/17/2024,romanized_nepali,1,2,transportation
barber le style different garyo tara thik xa,3,9/22/2023,romanized_nepali,1,1,services
charger slow xa tara heat garxa,3,3/11/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,12/24/2023,romanized_nepali,1,2,food
wifi thik cha tara speed slow xa,3,8/19/2024,romanized_nepali,1,2,hotel_restaurant
scooter chalayo tara suspension hard lagyo,3,6/5/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,4/2/2024,romanized_nepali,1,2,services
keyboard light dherai ramro tara click hard,3,10/28/2023,romanized_nepali,1,2,product
fried rice thik thiyo tara tel dherai lagyo,3,7/10/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,11/5/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/26/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/13/2023,code_mixed,1,2,services
earbuds battery kam xa tara fit ramro,3,5/20/2024,code_mixed,1,2,product
"Okay food, nothing special, price normal",3,9/30/2023,english,0,0,food
Room fine but bathroom smell aayo,3,2/11/2024,english,0,0,hotel_restaurant
Driver nice but car old model,3,10/25/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi magyo,3,6/30/2024,english,0,0,services
Mouse works but scroll not smooth at all,3,12/15/2023,english,0,0,product
buff choila thik thiyo tara spicy dherai,3,3/8/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/14/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/1/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/9/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/16/2024,romanized_nepali,1,1,product
chicken sekewa mitho thiyo tara tel dherai,3,11/21/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/4/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/27/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/29/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/12/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/25/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/1/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/18/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/20/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/6/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/28/2023,english,0,0,food
Room fine but bathroom tap leaking,3,2/20/2024,english,0,0,hotel_restaurant
Driver polite but car AC weak,3,11/14/2023,english,0,0,transportation
Repair okay but price high,3,7/9/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/19/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/27/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/21/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/14/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/5/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/22/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/28/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/10/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/18/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/15/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/7/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/2/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/13/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/5/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/6/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/13/2024,code_mixed,1,2,product
"Average food, price is fair",3,9/20/2023,english,0,0,food
Room okay but bathroom tap leaking,3,2/4/2024,english,0,0,hotel_restaurant
Driver polite but car AC weak,3,10/28/2023,english,0,0,transportation
Repair okay but price high,3,7/16/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/11/2023,english,0,0,product
buff choila thik thiyo tara spicy dherai,3,3/19/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/7/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/27/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/18/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/9/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/4/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/26/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/25/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/22/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/20/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/19/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/24/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/12/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/27/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/30/2024,code_mixed,1,2,product
"Average taste, price okay",3,9/15/2023,english,0,0,food
Room fine but bathroom smell aayo,3,2/28/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,11/9/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,7/1/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/28/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/14/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/30/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/20/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/26/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/5/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/30/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/17/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/11/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/8/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/3/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/6/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/19/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/1/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/14/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/27/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/7/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/15/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,11/2/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/24/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/23/2023,english,0,0,product
buff choila thik thiyo tara spicy dherai,3,3/31/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/16/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/8/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/13/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/12/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/25/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/3/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/2/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/29/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/16/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/13/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/6/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/22/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/1/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/4/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/24/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/9/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,10/30/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/19/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/4/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/2/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/25/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/5/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/30/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/28/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/7/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/14/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/8/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/1/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/24/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/31/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/26/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/9/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/8/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/18/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/11/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/22/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,11/17/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/11/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/30/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/23/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/2/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/29/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/21/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/19/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/12/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/20/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/15/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/6/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/1/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/8/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/1/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/16/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/22/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/11/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/2/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/1/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,10/23/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/26/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/9/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/16/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/9/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/2/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/16/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/1/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/18/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/7/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/22/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/13/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/18/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/20/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/13/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/4/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/15/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/25/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/18/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/5/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,10/16/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/2/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/21/2023,english,0,0,product
buff momo thik thiyo tara spicy dherai,3,3/9/2024,romanized_nepali,1,2,food
hotel breakfast thik thiyo tara option kam,3,7/23/2023,romanized_nepali,1,2,hotel_restaurant
pathao driver manche ramro tara late aayo,3,8/16/2024,romanized_nepali,1,2,transportation
barber style different bhayo tara thik xa,3,9/4/2023,romanized_nepali,1,1,services
charger heat garxa tara charge dincha,3,4/21/2024,romanized_nepali,1,1,product
chicken chilli mitho thiyo tara tel dherai,3,11/26/2023,romanized_nepali,1,2,food
wifi speed slow xa tara location ramro,3,10/11/2024,romanized_nepali,1,2,hotel_restaurant
scooter suspension hard xa tara pickup ramro,3,6/29/2023,romanized_nepali,1,2,transportation
mobile repair thik bhayo tara paisa dherai,3,1/20/2024,romanized_nepali,1,2,services
keyboard click hard xa tara light ramro,3,10/15/2023,romanized_nepali,1,2,product
momo thik thiyo tara chatni mildo,3,7/27/2024,code_mixed,1,2,food
hotel view ramro xa tara room sano,3,12/8/2023,code_mixed,1,2,hotel_restaurant
bike sound dherai xa tara mileage thik,3,9/23/2024,code_mixed,1,2,transportation
tailor le time dherai lagyo tara silai ramro,3,8/29/2023,code_mixed,1,2,services
earbuds battery kam xa tara sound thik,3,5/2/2024,code_mixed,1,2,product
"Average taste, price is fair",3,9/29/2023,english,0,0,food
Room okay but bathroom smell aayo,3,2/12/2024,english,0,0,hotel_restaurant
Driver nice but car old,3,10/9/2023,english,0,0,transportation
Repair thik bhayo tara paisa badhi,3,6/5/2024,english,0,0,services
Mouse scroll okay but click hard,3,12/16/2023,english,0,0,product
Khana dami thyo tara price ali dherai lagyo malai.,4,5/14/2023,romanized_nepali,1,1,food
The delivery was late by 30 minutes. Not happy with the service.,2,1/20/2024,english,0,0,services
"Bike ekdum smooth cha, pick up babbal cha product ko.",5,11/5/2022,code_mixed,1,1,transportation
Room was clean but the AC was making too much noise all night.,3,8/12/2023,english,0,0,hotel_restaurant
"Lastai jhyau lagyo pathao kurda kurda, cancel gardiyo driver le.",1,6/18/2024,romanized_nepali,1,2,transportation
"Build quality is thikai cha, price anusaar thik ho.",3,2/2/2025,code_mixed,1,1,product
Staff behavior was very polite and helpful. Highly recommended.,5,12/10/2023,english,0,0,services
"Paisa vasool thau ho, sasto ma mitho khaja paincha.",5,9/25/2022,romanized_nepali,1,2,food
The scooter is good for daily commute but mileage is not that great.,3,4/30/2024,english,0,0,transportation
"Momo ko achar kasto ramailo thyo, service pani fast.",5,3/15/2023,code_mixed,1,1,food
"Display ali ramro chaina yo mobile ko, colors dull chan.",2,10/12/2024,romanized_nepali,1,1,product
Waiters were ignoring us. Food took forever to arrive.,1,1/5/2025,english,0,0,hotel_restaurant
Internet speed is quite stable these days. Good job.,4,7/21/2023,english,0,0,services
Product ramro thyo but packaging kasto loose thyo.,3,12/19/2022,code_mixed,1,1,product
"Room ekdum dami cha, view pani babbal dekhincha.",5,8/8/2024,romanized_nepali,1,2,hotel_restaurant
I ordered a medium shirt but they sent a large one. Bad experience.,2,11/22/2023,english,0,0,product
Ride was safe and driver was decent. Thik cha.,4,2/14/2024,code_mixed,1,1,transportation
"Khana ko taste medium thyo, not worth the hype.",3,10/1/2022,code_mixed,0,0,food
Sasto hotel tara safa ra ramro staff.,4,6/25/2023,romanized_nepali,1,1,hotel_restaurant
The laptop heating issue is real. Better avoid this model.,2,9/30/2024,english,0,0,product
"Service lastai slow thyo, pani lyauna 20 mins lagayo.",2,4/11/2023,code_mixed,1,1,hotel_restaurant
"Mitho thyo thakali set, local kukhura ko masu babbal.",5,8/17/2022,romanized_nepali,1,2,food
Affordable and reliable service. Will use again.,5,12/5/2024,english,0,0,services
Helmet quality is top notch. Safety first.,5,1/28/2023,code_mixed,0,0,product
"Indriver ko driver le dherai bargaining garyo, jhyau lagyo.",2,7/15/2024,romanized_nepali,1,1,transportation
Food was delicious but the portion size was small.,3,5/20/2022,english,0,0,food
"Yo range ma yo vanda ramro bike painna, paisa vasool!",5,9/9/2023,romanized_nepali,1,2,transportation
App is lagging so much after the update. Please fix it.,1,11/18/2024,english,0,0,services
Service thik cha tara ali mahango ho ki jasto lagyo.,3,2/27/2023,code_mixed,1,1,services
